symbol,feature_id,period_end,publication_date,metric,aggregation,asset_ids,asset_count,current_value,lag_period_end,lag_value_as_of_publication,operating_yoy_pct,current_observation_ids,lag_observation_ids,current_quality_status,lag_quality_status,lineage_quality_status,prior_yoy_observations,expected_yoy_pct,operating_surprise_pct,asset_type,decision_date,universe_count,signal_rank,signal_rank_pct,selected,raw_operating_surprise_pct,signal_price_date,unadjusted_close,ttm_dpu_per_unit,ttm_distribution_yield,nav_per_unit,nav_to_price,total_return_momentum_20d,raw_operating_surprise_pct_rank_pct,ttm_distribution_yield_rank_pct,nav_to_price_rank_pct,total_return_momentum_20d_rank_pct,model_score,phase4_universe_count,model_rank,entry_date,holding_end,holding_period_return_pct,holding_period_benchmark_pct,forward_horizon_days,forward_horizon_end,forward_return_pct,benchmark_return_pct,forward_excess_return_pct
508018,jiayu_tongcheng_traffic_yoy,2024-12-31,2025-01-22,traffic_volume,sum,jiayu_tongcheng_expressway,1,23400.0,2023-12-31,23000.0,1.7391304347825987,508018:jiayu_tongcheng_expressway:20241231:traffic_volume:SSE_508018_20250122_8BLC,508018:jiayu_tongcheng_expressway:20231231:traffic_volume:SSE_508018_20240119_T5TG,verified,verified,verified,2,-0.22788532222494684,0.5714285714285714,toll_road,2025-01-22,7,3.0,0.7142857142857143,False,1.9670157570075455,2025-01-22,4.917,0.28888,0.058751271100264395,9.0603,1.842647956070775,0.0142326732673268,0.7142857142857143,0.2857142857142857,1.0,0.2857142857142857,0.5714285714285714,7,4,2025-01-23,2025-04-23,8.131216192636547,4.529332586632107,20,2025-02-28,5.356831268539519,1.5091225277802378,3.8477087407592814
508056,glp_post_expansion_occupancy_yoy,2024-12-31,2025-01-22,occupancy,sum,post_expansion_portfolio,1,86.37,2023-12-31,89.63,-3.6371750529956337,508056:post_expansion_portfolio:20241231:occupancy:SSE_508056_20250122_9XL0,508056:post_expansion_portfolio:20231231:occupancy:SSE_508056_20240119_QBOC,verified,verified,verified,2,-3.0971586225070515,0.5357142857142857,logistics,2025-01-22,7,5.0,0.42857142857142855,False,-0.5400164304885822,2025-01-22,3.477,0.18947999999999993,0.05449525452976702,3.6602,1.052689099798677,0.08751775239271375,0.42857142857142855,0.14285714285714285,0.5714285714285714,1.0,0.5357142857142857,7,5,2025-01-23,2025-04-23,3.5670657219643243,4.529332586632107,20,2025-02-28,3.1272904959687375,1.5091225277802378,1.6181679681884997
508028,wind_generation_yoy,2024-12-31,2025-01-22,power_generation,sum,binhai_h1_h2,1,31073.04,2023-12-31,36070.11,-13.853769783346925,508028:binhai_h1_h2:20241231:power_generation:SSE_508028_20250122_36A6,508028:binhai_h1_h2:20231231:power_generation:SSE_508028_20240122_M73M,unverified,unverified,contains_unverified_source_registry,2,6.628404088588985,0.4642857142857143,wind,2025-01-22,7,6.0,0.2857142857142857,False,-20.48217387193591,2025-01-22,10.765,0.8457,0.07856014862981886,9.4069,0.8738411518810961,0.059547244094488194,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.4642857142857143,7,6,2025-01-23,2025-04-23,2.0341741253051326,4.529332586632107,20,2025-02-28,-1.0496338486574386,1.5091225277802378,-2.5587563764376764
508096,solar_settlement_yoy,2024-12-31,2025-01-21,settled_electricity,sum,hubei_jingtai_pv|yulin_pv,2,9000.0,2023-12-31,12200.0,-26.22950819672131,508096:hubei_jingtai_pv:20241231:settled_electricity:SSE_508096_20250121_E6TE|508096:yulin_pv:20241231:settled_electricity:SSE_508096_20250121_E6TE,508096:hubei_jingtai_pv:20231231:settled_electricity:SSE_508096_20240119_MPWQ|508096:yulin_pv:20231231:settled_electricity:SSE_508096_20240119_MPWQ,unverified,unverified,contains_unverified_source_registry,2,-0.041390728476820016,0.39285714285714285,mixed_energy,2025-01-22,7,7.0,0.14285714285714285,False,-26.18811746824449,2025-01-22,10.802,1.1718000000000002,0.108479911127569,9.1272,0.8449546380299945,0.02846805674569164,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.39285714285714285,7,7,2025-01-23,2025-04-23,8.367752791800509,4.529332586632107,20,2025-02-28,4.596909897506518,1.5091225277802378,3.0877873697262803
508018,jiayu_tongcheng_traffic_yoy,2025-03-31,2025-04-22,traffic_volume,sum,jiayu_tongcheng_expressway,1,27500.0,2024-03-31,24200.0,13.636363636363647,508018:jiayu_tongcheng_expressway:20250331:traffic_volume:SSE_508018_20250422_PA2W,508018:jiayu_tongcheng_expressway:20240331:traffic_volume:SSE_508018_20240419_UIX1,verified,verified,verified,3,0.4277865967775683,0.8571428571428572,toll_road,2025-04-22,7,1.0,1.0,True,13.208577039586078,2025-04-22,5.405,0.28888,0.0534468085106383,7.5997,1.406049953746531,0.0016679021497405522,1.0,0.42857142857142855,1.0,1.0,0.8571428571428572,7,1,2025-04-23,2025-07-22,5.002420526060991,2.8235471045483074,20,2025-05-26,4.5021784734548875,2.567886381366846,1.9342920920880413
180201,guanghe_traffic_yoy,2025-03-31,2025-04-22,traffic_volume,sum,guanghe_expressway,1,134600.0,2024-03-31,136200.0,-1.1747430249632873,180201:guanghe_expressway:20250331:traffic_volume:SZSE_1223191935,180201:guanghe_expressway:20240331:traffic_volume:SZSE_1219694895,verified,verified,verified,4,-3.7118155566474713,0.7142857142857143,toll_road,2025-04-22,7,4.0,0.5714285714285714,True,2.537072531684184,2025-04-22,9.205,0.9216,0.10011950027159153,10.4979,1.1404562737642585,-0.0009818569903948804,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7142857142857143,7,2,2025-04-23,2025-07-22,1.7409871068407634,2.8235471045483074,20,2025-05-26,1.5028332101502784,2.567886381366846,-1.0650531712165678
508028,wind_generation_yoy,2025-03-31,2025-04-22,power_generation,sum,binhai_h1_h2,1,34933.27,2024-03-31,42743.86,-18.27301043939411,508028:binhai_h1_h2:20250331:power_generation:SSE_508028_20250422_YHMC,508028:binhai_h1_h2:20240331:power_generation:SSE_508028_20240422_NS1X,unverified,unverified,contains_unverified_source_registry,3,-0.19898720205631845,0.6071428571428571,wind,2025-04-22,7,7.0,0.14285714285714285,False,-18.07402323733779,2025-04-22,10.488,1.3658000000000001,0.13022501906941267,8.9243,0.8509057971014493,0.00019080501544599393,0.14285714285714285,1.0,0.42857142857142855,0.8571428571428571,0.6071428571428571,7,3,2025-04-23,2025-07-22,2.5677830940988855,2.8235471045483074,20,2025-05-26,2.7990430622009566,2.567886381366846,0.23115668083411034
180401,gas_settlement_yoy,2025-03-31,2025-04-21,settled_electricity,sum,dongbu_power_phase1,1,50722.65,2024-03-31,57421.1,-11.665485335529969,180401:dongbu_power_phase1:20250331:settled_electricity:SZSE_1223155851,180401:dongbu_power_phase1:20240331:settled_electricity:SZSE_1219663184,unverified,unverified,contains_unverified_source_registry,6,-5.433756634815758,0.5357142857142856,gas_power,2025-04-22,7,5.0,0.42857142857142855,False,-6.231728700714211,2025-04-22,6.534,0.795,0.12167125803489441,5.3503,0.8188399142944598,-0.0068399452804377425,0.42857142857142855,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.5357142857142856,7,4,2025-04-23,2025-07-22,-1.210450623202286,2.8235471045483074,20,2025-05-26,-2.121284755512942,2.567886381366846,-4.689171136879788
508056,glp_post_expansion_occupancy_yoy,2025-03-31,2025-04-22,occupancy,sum,post_expansion_portfolio,1,90.59,2024-03-31,85.79,5.595057699032524,508056:post_expansion_portfolio:20250331:occupancy:SSE_508056_20250422_C26F,508056:post_expansion_portfolio:20240331:occupancy:SSE_508056_20240420_HAND,verified,verified,verified,3,-3.277164099336579,0.5,logistics,2025-04-22,7,3.0,0.7142857142857143,False,8.872221798369104,2025-04-22,3.609,0.18492999999999987,0.051241341091715124,3.4197,0.9475477971737324,-0.010413849066810976,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.5,7,5,2025-04-23,2025-07-22,2.4769992922859307,2.8235471045483074,20,2025-05-26,2.3118660061335117,2.567886381366846,-0.25602037523333454
180301,yantian_occupancy_yoy,2025-03-31,2025-04-22,occupancy,sum,modern_logistics_center,1,95.29,2024-03-31,91.16,4.530495831505066,180301:modern_logistics_center:20250331:occupancy:SZSE_1223185276,180301:modern_logistics_center:20240331:occupancy:SZSE_1219689585,verified,verified,verified,4,-7.171283346963281,0.4642857142857143,logistics,2025-04-22,7,2.0,0.8571428571428571,False,11.701779178468346,2025-04-22,2.097,0.09922,0.047315212207916076,2.1883,1.0435383881735814,-0.0591792369121561,0.8571428571428571,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.4642857142857143,7,6,2025-04-23,2025-07-22,4.744672295938868,2.8235471045483074,20,2025-05-26,2.8548451950140663,2.567886381366846,0.2869588136472201
508096,solar_settlement_yoy,2025-03-31,2025-04-22,settled_electricity,sum,hubei_jingtai_pv|yulin_pv,2,10300.0,2024-03-31,12700.0,-18.89763779527559,508096:hubei_jingtai_pv:20250331:settled_electricity:SSE_508096_20250422_WDVS|508096:yulin_pv:20250331:settled_electricity:SSE_508096_20250422_WDVS,508096:hubei_jingtai_pv:20240331:settled_electricity:SSE_508096_20240420_VD9G|508096:yulin_pv:20240331:settled_electricity:SSE_508096_20240420_VD9G,unverified,unverified,contains_unverified_source_registry,3,-8.77076321789165,0.3214285714285714,mixed_energy,2025-04-22,7,6.0,0.2857142857142857,False,-10.126874577383939,2025-04-22,11.9,1.1718000000000002,0.09847058823529413,8.5312,0.7169075630252101,-0.018232819074333828,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.3214285714285714,7,7,2025-04-23,2025-07-22,-1.122247317899483,2.8235471045483074,20,2025-05-26,-0.33173348390739266,2.567886381366846,-2.899619865274239
508028,wind_generation_yoy,2025-06-30,2025-07-21,power_generation,sum,binhai_h1_h2,1,33776.96,2024-06-30,25196.32,34.05513186052567,508028:binhai_h1_h2:20250630:power_generation:SSE_508028_20250721_TBZ8,508028:binhai_h1_h2:20240630:power_generation:SSE_508028_20240719_95R7,unverified,unverified,contains_unverified_source_registry,4,-4.717493011390767,0.75,wind,2025-07-21,7,1.0,1.0,True,38.772624871916435,2025-07-21,10.855,0.9738,0.0897098111469369,8.9243,0.8221372639336711,-0.0025728199944866637,1.0,0.8571428571428571,0.2857142857142857,0.8571428571428571,0.75,7,1,2025-07-22,2025-10-29,-0.17882133416264878,-3.8392979569450203,20,2025-08-19,-0.9640802363551582,-3.649161296220127,2.685081059864969
180301,yantian_occupancy_yoy,2025-06-30,2025-07-18,occupancy,sum,modern_logistics_center,1,96.05,2024-06-30,91.5,4.972677595628405,180301:modern_logistics_center:20250630:occupancy:SZSE_1224202354,180301:modern_logistics_center:20240630:occupancy:SZSE_1220674820,verified,verified,verified,5,-4.8309275112696115,0.6785714285714286,logistics,2025-07-21,7,2.0,0.8571428571428571,True,9.803605106898017,2025-07-21,2.258,0.09922,0.04394154118689105,2.1883,0.9691319751992914,-0.0017683465959328348,0.8571428571428571,0.14285714285714285,0.7142857142857143,1.0,0.6785714285714286,7,2,2025-07-22,2025-10-29,3.7236084452975104,-3.8392979569450203,20,2025-08-19,0.6142034548944242,-3.649161296220127,4.263364751114551
180201,guanghe_traffic_yoy,2025-06-30,2025-07-21,traffic_volume,sum,guanghe_expressway,1,132600.0,2024-06-30,128400.0,3.2710280373831724,180201:guanghe_expressway:20250630:traffic_volume:SZSE_1224215339,180201:guanghe_expressway:20240630:traffic_volume:SZSE_1220676362,verified,verified,verified,5,-3.204401050310634,0.6428571428571428,toll_road,2025-07-21,7,4.0,0.5714285714285714,False,6.475429087693806,2025-07-21,9.529,0.7516,0.07887501311785078,10.4979,1.1016790848987301,-0.020758400986537917,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.42857142857142855,0.6428571428571428,7,3,2025-07-22,2025-10-29,-2.1632092985713003,-3.8392979569450203,20,2025-08-19,-1.9856324158527672,-3.649161296220127,1.6635288803673598
180401,gas_settlement_yoy,2025-06-30,2025-07-18,settled_electricity,sum,dongbu_power_phase1,1,85166.4,2024-06-30,99026.4,-13.996267661956807,180401:dongbu_power_phase1:20250630:settled_electricity:SZSE_1224203482,180401:dongbu_power_phase1:20240630:settled_electricity:SZSE_1220664855,unverified,unverified,contains_unverified_source_registry,7,-6.324003592060644,0.6071428571428571,gas_power,2025-07-21,7,6.0,0.2857142857142857,False,-7.672264069896163,2025-07-21,6.193,0.5926,0.09568868076860973,5.3503,0.8639270143710641,-0.015577809569225942,0.2857142857142857,1.0,0.42857142857142855,0.7142857142857143,0.6071428571428571,7,4,2025-07-22,2025-10-29,-0.6551012980710924,-3.8392979569450203,20,2025-08-19,0.4367341987140616,-3.649161296220127,4.085895494934189
508018,jiayu_tongcheng_traffic_yoy,2025-06-30,2025-07-21,traffic_volume,sum,jiayu_tongcheng_expressway,1,22795.89,2024-06-30,21600.0,5.536527777777778,508018:jiayu_tongcheng_expressway:20250630:traffic_volume:SSE_508018_20250721_QGWH,508018:jiayu_tongcheng_expressway:20240630:traffic_volume:SSE_508018_20240718_B4R7,verified,verified,verified,4,3.729930856674088,0.5,toll_road,2025-07-21,7,5.0,0.42857142857142855,False,1.8065969211036896,2025-07-21,5.628,0.26602,0.04726723525230987,7.5997,1.3503375977256575,-0.027307293466989235,0.42857142857142855,0.2857142857142857,1.0,0.2857142857142857,0.5,7,5,2025-07-22,2025-10-29,-3.626863377900724,-3.8392979569450203,20,2025-08-19,-2.7047794682649395,-3.649161296220127,0.9443818279551874
508056,glp_post_expansion_occupancy_yoy,2025-06-30,2025-07-21,occupancy,sum,post_expansion_portfolio,1,92.24,2024-06-30,85.64,7.706679121905635,508056:post_expansion_portfolio:20250630:occupancy:SSE_508056_20250721_ICAX,508056:post_expansion_portfolio:20240630:occupancy:SSE_508056_20240719_ZXZK,verified,verified,verified,4,-1.059108649744303,0.46428571428571425,logistics,2025-07-21,7,3.0,0.7142857142857143,False,8.765787771649938,2025-07-21,3.701,0.18492999999999987,0.049967576330721394,3.4197,0.9239935152661444,-0.04317476732161318,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.46428571428571425,7,6,2025-07-22,2025-10-29,-3.913443830570895,-3.8392979569450203,20,2025-08-19,-2.992633517495391,-3.649161296220127,0.6565277787247359
508096,solar_settlement_yoy,2025-06-30,2025-07-21,settled_electricity,sum,hubei_jingtai_pv|yulin_pv,2,11100.0,2024-06-30,17100.0,-35.08771929824561,508096:hubei_jingtai_pv:20250630:settled_electricity:SSE_508096_20250721_YPD3|508096:yulin_pv:20250630:settled_electricity:SSE_508096_20250721_YPD3,508096:hubei_jingtai_pv:20240630:settled_electricity:SSE_508096_20240718_M0BE|508096:yulin_pv:20240630:settled_electricity:SSE_508096_20240718_M0BE,unverified,unverified,contains_unverified_source_registry,4,-11.302481862237634,0.3571428571428571,mixed_energy,2025-07-21,7,7.0,0.14285714285714285,False,-23.785237436007975,2025-07-21,11.91,0.622,0.052225020990764065,8.5312,0.7163056255247691,-0.018703139161242555,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.3571428571428571,7,7,2025-07-22,2025-10-29,-3.4620601042187227,-3.8392979569450203,20,2025-08-19,-0.9351131415518577,-3.649161296220127,2.7140481546682693
180201,guanghe_traffic_yoy,2025-09-30,2025-10-28,traffic_volume,sum,guanghe_expressway,1,148000.0,2024-09-30,151800.0,-2.503293807641638,180201:guanghe_expressway:20250930:traffic_volume:SZSE_1224744609,180201:guanghe_expressway:20240930:traffic_volume:SZSE_1221508383,verified,verified,verified,6,-2.1251628690283333,0.8125,toll_road,2025-10-28,8,4.0,0.625,True,-0.3781309386133045,2025-10-28,8.778,0.8858,0.10091136933242197,10.4979,1.195933014354067,-0.008135593220338855,0.625,1.0,0.875,0.75,0.8125,8,1,2025-10-29,2026-01-23,-3.8115667024172906,-0.4220732924568704,20,2025-11-26,0.24750433132578742,-0.790912115594844,1.0384164469206314
180301,yantian_occupancy_yoy,2025-09-30,2025-10-28,occupancy,sum,modern_logistics_center,1,92.93,2024-09-30,88.26,5.291185134828913,180301:modern_logistics_center:20250930:occupancy:SZSE_1224738313,180301:modern_logistics_center:20240930:occupancy:SZSE_1221505102,verified,verified,verified,6,-3.196993326786609,0.65625,logistics,2025-10-28,8,1.0,1.0,True,8.488178461615522,2025-10-28,2.287,0.09917,0.043362483602973324,2.1883,0.9568430257979886,-0.006947459834997782,1.0,0.125,0.625,0.875,0.65625,8,2,2025-10-29,2026-01-23,6.476683937823835,-0.4220732924568704,20,2025-11-26,2.4426350851221246,-0.790912115594844,3.2335472007169686
508056,glp_post_expansion_occupancy_yoy,2025-09-30,2025-10-28,occupancy,sum,post_expansion_portfolio,1,88.83,2024-09-30,84.94,4.57970331999058,508056:post_expansion_portfolio:20250930:occupancy:SSE_508056_20251028_WX10,508056:post_expansion_portfolio:20240930:occupancy:SSE_508056_20241025_Y07L,verified,verified,verified,5,0.6940489045856847,0.59375,logistics,2025-10-28,8,2.0,0.875,False,3.8856544154048955,2025-10-28,3.492,0.17969000000000002,0.05145761741122566,3.4197,0.9792955326460482,-0.014116318464144517,0.875,0.375,0.75,0.375,0.59375,8,3,2025-10-29,2026-01-23,-1.3655965500718792,-0.4220732924568704,20,2025-11-26,-3.6895064686152557,-0.790912115594844,-2.8985943530204117
180401,gas_settlement_yoy,2025-09-30,2025-10-27,settled_electricity,sum,dongbu_power_phase1,1,114637.05,2024-09-30,122828.75,-6.669204074778912,180401:dongbu_power_phase1:20250930:settled_electricity:SZSE_1224738150,180401:dongbu_power_phase1:20240930:settled_electricity:SZSE_1221490500,unverified,unverified,contains_unverified_source_registry,8,-7.283036600797665,0.59375,gas_power,2025-10-28,8,3.0,0.75,False,0.6138325260187534,2025-10-28,6.001,0.5476,0.09125145809031827,5.3503,0.8915680719880019,-0.022638436482084634,0.75,0.875,0.5,0.25,0.59375,8,4,2025-10-29,2026-01-23,-5.37306142386128,-0.4220732924568704,20,2025-11-26,-2.85749175723532,-0.790912115594844,-2.066579641640476
508018,jiayu_tongcheng_traffic_yoy,2025-09-30,2025-10-28,traffic_volume,sum,jiayu_tongcheng_expressway,1,26467.48,2024-09-30,28100.0,-5.8096797153024955,508018:jiayu_tongcheng_expressway:20250930:traffic_volume:SSE_508018_20251028_TOR5,508018:jiayu_tongcheng_expressway:20240930:traffic_volume:SSE_508018_20241025_3E0F,verified,verified,verified,5,4.0912502408948255,0.5625,toll_road,2025-10-28,8,6.0,0.375,False,-9.90092995619732,2025-10-28,5.291,0.26447,0.04998487998487998,7.5997,1.4363447363447364,-0.013793103448275779,0.375,0.25,1.0,0.625,0.5625,8,5,2025-10-29,2026-01-23,5.788550470419396,-0.4220732924568704,20,2025-11-26,3.906872907032377,-0.790912115594844,4.697785022627221
