symbol,asset_id,period_end,metric,value,unit,raw_value,raw_unit,publication_date,source_url,source_note
180301,modern_logistics_center,2023-03-31,occupancy,99.0,percent,99.0,百分比,2023-04-21,https://disc.static.szse.cn/disc/disk03/finalpage/2023-04-20/d012845b-857c-47d0-b9f5-226a06534aa5.PDF,季度报告现代物流中心期末出租率；只使用首发资产稳定范围
180301,modern_logistics_center,2023-03-31,rentable_area,266113.0,square_metres,266113.0,平方米,2023-04-21,https://disc.static.szse.cn/disc/disk03/finalpage/2023-04-20/d012845b-857c-47d0-b9f5-226a06534aa5.PDF,季度报告现代物流中心仓储及配套总可租赁面积
180301,modern_logistics_center,2023-06-30,occupancy,99.0,percent,99.0,百分比,2023-07-21,https://disc.static.szse.cn/disc/disk03/finalpage/2023-07-20/6f9150b7-6284-4d7d-a7b7-e5b1aaf2d4db.PDF,季度报告现代物流中心期末出租率；只使用首发资产稳定范围
180301,modern_logistics_center,2023-06-30,rentable_area,266113.0,square_metres,266113.0,平方米,2023-07-21,https://disc.static.szse.cn/disc/disk03/finalpage/2023-07-20/6f9150b7-6284-4d7d-a7b7-e5b1aaf2d4db.PDF,季度报告现代物流中心仓储及配套总可租赁面积
180301,modern_logistics_center,2023-09-30,occupancy,99.0,percent,99.0,百分比,2023-10-25,https://disc.static.szse.cn/disc/disk03/finalpage/2023-10-24/1acd47f8-9d1a-4493-b524-0f3d6db28751.PDF,季度报告现代物流中心期末出租率；只使用首发资产稳定范围
180301,modern_logistics_center,2023-09-30,rentable_area,266113.0,square_metres,266113.0,平方米,2023-10-25,https://disc.static.szse.cn/disc/disk03/finalpage/2023-10-24/1acd47f8-9d1a-4493-b524-0f3d6db28751.PDF,季度报告现代物流中心仓储及配套总可租赁面积
180301,modern_logistics_center,2023-12-31,occupancy,95.23,percent,95.23,百分比,2024-01-20,https://disc.static.szse.cn/disc/disk03/finalpage/2024-01-19/0d4f700b-f6e8-464d-a2f9-33fa66600ac7.PDF,季度报告现代物流中心期末出租率；只使用首发资产稳定范围
180301,modern_logistics_center,2023-12-31,rentable_area,266113.0,square_metres,266113.0,平方米,2024-01-20,https://disc.static.szse.cn/disc/disk03/finalpage/2024-01-19/0d4f700b-f6e8-464d-a2f9-33fa66600ac7.PDF,季度报告现代物流中心仓储及配套总可租赁面积
180301,modern_logistics_center,2024-03-31,occupancy,91.16,percent,91.16,百分比,2024-04-20,https://disc.static.szse.cn/disc/disk03/finalpage/2024-04-19/08686eb4-8cd8-4c56-9f85-a9844caa0f99.PDF,季度报告现代物流中心期末出租率；只使用首发资产稳定范围
180301,modern_logistics_center,2024-03-31,rentable_area,266113.0,square_metres,266113.0,平方米,2024-04-20,https://disc.static.szse.cn/disc/disk03/finalpage/2024-04-19/08686eb4-8cd8-4c56-9f85-a9844caa0f99.PDF,季度报告现代物流中心仓储及配套总可租赁面积
180301,modern_logistics_center,2024-06-30,occupancy,91.5,percent,91.5,百分比,2024-07-19,https://disc.static.szse.cn/disc/disk03/finalpage/2024-07-18/bafd41bf-16ad-4a51-a0e3-0715b4a8fd7f.PDF,季度报告现代物流中心期末出租率；只使用首发资产稳定范围
180301,modern_logistics_center,2024-06-30,rentable_area,266113.0,square_metres,266113.0,平方米,2024-07-19,https://disc.static.szse.cn/disc/disk03/finalpage/2024-07-18/bafd41bf-16ad-4a51-a0e3-0715b4a8fd7f.PDF,季度报告现代物流中心仓储及配套总可租赁面积
180301,modern_logistics_center,2024-09-30,occupancy,88.26,percent,88.26,百分比,2024-10-25,https://disc.static.szse.cn/disc/disk03/finalpage/2024-10-24/3b3b6375-766a-4574-899b-27ee0abc5ce7.PDF,季度报告现代物流中心期末出租率；只使用首发资产稳定范围
180301,modern_logistics_center,2024-09-30,rentable_area,266113.0,square_metres,266113.0,平方米,2024-10-25,https://disc.static.szse.cn/disc/disk03/finalpage/2024-10-24/3b3b6375-766a-4574-899b-27ee0abc5ce7.PDF,季度报告现代物流中心仓储及配套总可租赁面积
180301,modern_logistics_center,2024-12-31,occupancy,93.0,percent,93.0,百分比,2025-01-22,https://disc.static.szse.cn/disc/disk03/finalpage/2025-01-21/9e9775f1-dd8e-4700-9128-69bf453d3bef.PDF,季度报告现代物流中心期末出租率；只使用首发资产稳定范围
180301,modern_logistics_center,2024-12-31,rentable_area,266113.0,square_metres,266113.0,平方米,2025-01-22,https://disc.static.szse.cn/disc/disk03/finalpage/2025-01-21/9e9775f1-dd8e-4700-9128-69bf453d3bef.PDF,季度报告现代物流中心仓储及配套总可租赁面积
180301,modern_logistics_center,2025-03-31,occupancy,95.29,percent,95.29,百分比,2025-04-22,https://disc.static.szse.cn/disc/disk03/finalpage/2025-04-21/b0bcddad-a269-4ab9-a273-2455ebc55a5b.PDF,季度报告现代物流中心期末出租率；只使用首发资产稳定范围
180301,modern_logistics_center,2025-03-31,rentable_area,266113.0,square_metres,266113.0,平方米,2025-04-22,https://disc.static.szse.cn/disc/disk03/finalpage/2025-04-21/b0bcddad-a269-4ab9-a273-2455ebc55a5b.PDF,季度报告现代物流中心仓储及配套总可租赁面积
180301,modern_logistics_center,2025-06-30,occupancy,96.05,percent,96.05,百分比,2025-07-18,https://disc.static.szse.cn/disc/disk03/finalpage/2025-07-17/f7053c53-862d-4cf8-af8f-f86772dc8b42.PDF,季度报告现代物流中心期末出租率；只使用首发资产稳定范围
180301,modern_logistics_center,2025-06-30,rentable_area,266113.0,square_metres,266113.0,平方米,2025-07-18,https://disc.static.szse.cn/disc/disk03/finalpage/2025-07-17/f7053c53-862d-4cf8-af8f-f86772dc8b42.PDF,季度报告现代物流中心仓储及配套总可租赁面积
180301,modern_logistics_center,2025-09-30,occupancy,92.93,percent,92.93,百分比,2025-10-28,https://disc.static.szse.cn/disc/disk03/finalpage/2025-10-28/24c3b580-8ad4-4227-9b7f-b7226f67687b.PDF,季度报告现代物流中心期末出租率；只使用首发资产稳定范围
180301,modern_logistics_center,2025-09-30,rentable_area,266113.0,square_metres,266113.0,平方米,2025-10-28,https://disc.static.szse.cn/disc/disk03/finalpage/2025-10-28/24c3b580-8ad4-4227-9b7f-b7226f67687b.PDF,季度报告现代物流中心仓储及配套总可租赁面积
180301,modern_logistics_center,2025-12-31,occupancy,91.14,percent,91.14,百分比,2026-01-22,https://disc.static.szse.cn/disc/disk03/finalpage/2026-01-22/0c6409cd-e594-4ccf-8eab-4725545f9759.PDF,季度报告现代物流中心期末出租率；只使用首发资产稳定范围
180301,modern_logistics_center,2025-12-31,rentable_area,266113.0,square_metres,266113.0,平方米,2026-01-22,https://disc.static.szse.cn/disc/disk03/finalpage/2026-01-22/0c6409cd-e594-4ccf-8eab-4725545f9759.PDF,季度报告现代物流中心仓储及配套总可租赁面积
180301,modern_logistics_center,2026-03-31,occupancy,91.73,percent,91.73,百分比,2026-04-21,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-21/33b4e72c-3e28-4b27-866b-b9ea97a1ecb7.PDF,季度报告现代物流中心期末出租率；只使用首发资产稳定范围
180301,modern_logistics_center,2026-03-31,rentable_area,266113.0,square_metres,266113.0,平方米,2026-04-21,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-21/33b4e72c-3e28-4b27-866b-b9ea97a1ecb7.PDF,季度报告现代物流中心仓储及配套总可租赁面积
180301,modern_logistics_center,2026-06-30,occupancy,93.59,percent,93.59,百分比,2026-07-21,https://disc.static.szse.cn/disc/disk03/finalpage/2026-07-21/07522a94-dc7a-46f6-b694-51f76af36494.PDF,季度报告现代物流中心期末出租率；只使用首发资产稳定范围
180301,modern_logistics_center,2026-06-30,rentable_area,266113.0,square_metres,266113.0,平方米,2026-07-21,https://disc.static.szse.cn/disc/disk03/finalpage/2026-07-21/07522a94-dc7a-46f6-b694-51f76af36494.PDF,季度报告现代物流中心仓储及配套总可租赁面积
