announcement_id,symbol,event_type,event_stage,event_date_candidate,event_date_semantics,effective_date,candidate_status,title,source_url
SSE_508088_20251226_FXEW,508088,expansion,expansion_units_listing_notice,2025-12-26,announcement_publication_only,,official_title_candidate,国泰海通东久新经济产业园封闭式基础设施证券投资基金2025年度第一次扩募之扩募份额上市交易提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-12-26/508088_20251226_FXEW.pdf
SSE_508096_20240315_1MFM,508096,expansion,proposal,2024-03-15,announcement_publication_only,,official_title_candidate,中航基金管理有限公司关于决定中航京能光伏封闭式基础设施证券投资基金拟扩募并新购入基础设施项目的公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-03-15/508096_20240315_1MFM.pdf
SSE_508096_20240330_PYEM,508096,expansion,proposal,2024-03-30,announcement_publication_only,,official_title_candidate,中航基金管理有限公司关于决定中航京能光伏封闭式基础设施证券投资基金产品变更暨扩募份额上市申请的公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-03-30/508096_20240330_PYEM.pdf
SSE_508096_20240403_C16E,508096,expansion,application_accepted,2024-04-03,announcement_publication_only,,official_title_candidate,中航基金管理有限公司关于中航京能光伏封闭式基础设施证券投资基金产品变更暨扩募份额上市申请获得受理的公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-04-03/508096_20240403_C16E.pdf
SSE_508096_20250417_AOGN,508096,expansion,exchange_feedback,2025-04-17,announcement_publication_only,,official_title_candidate,中航基金管理有限公司关于中航京能光伏封闭式基础设施证券投资基金产品变更暨扩募份额上市申请收到上海证券交易所受理反馈意见的公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-04-17/508096_20250417_AOGN.pdf
SSE_508096_20251105_LKP6,508096,expansion,other_official_disclosure,2025-11-05,announcement_publication_only,,official_title_candidate,中航京能光伏封闭式基础设施证券投资基金2024年度第一次扩募并新购入基础设施项目招募说明书（草案）,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-11-05/508096_20251105_LKP6.pdf
SSE_508096_20251206_MPN5,508096,expansion,other_official_disclosure,2025-12-06,announcement_publication_only,,official_title_candidate,中航京能光伏封闭式基础设施证券投资基金2024年度第一次扩募并新购入基础设施项目招募说明书,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-12-06/508096_20251206_MPN5.pdf
SSE_508096_20251226_73QS,508096,expansion,other_official_disclosure,2025-12-26,announcement_publication_only,,official_title_candidate,北京市汉坤律师事务所关于中航京能光伏封闭式基础设施证券投资基金2024年度第一次扩募并新购入基础设施项目战略配售专项核查法律意见书,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-12-26/508096_20251226_73QS.pdf
SSE_508096_20251226_PAI1,508096,expansion,other_official_disclosure,2025-12-26,announcement_publication_only,,official_title_candidate,中航京能光伏封闭式基础设施证券投资基金定向扩募发行情况报告书,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-12-26/508096_20251226_PAI1.pdf
SSE_508096_20251226_XG94,508096,expansion,other_official_disclosure,2025-12-26,announcement_publication_only,,official_title_candidate,中航基金管理有限公司关于中航京能光伏封闭式基础设施证券投资基金2024年度第一次扩募引入战略投资者专项核查报告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-12-26/508096_20251226_XG94.pdf
SSE_508096_20251231_PV00,508096,expansion,other_official_disclosure,2025-12-31,announcement_publication_only,,official_title_candidate,中航京能光伏封闭式基础设施证券投资基金扩募份额限售公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-12-31/508096_20251231_PV00.pdf
SSE_508096_20260107_VDE1,508096,expansion,other_official_disclosure,2026-01-07,announcement_publication_only,,official_title_candidate,中航京能光伏封闭式基础设施证券投资基金2024年度第一次扩募不动产项目公司完成权属变更登记的公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-01-07/508096_20260107_VDE1.pdf
SSE_508096_20260108_H972,508096,expansion,other_official_disclosure,2026-01-08,announcement_publication_only,,official_title_candidate,中航京能光伏封闭式基础设施证券投资基金关于2024年度第一次扩募并新购入不动产项目交易实施情况报告书,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-01-08/508096_20260108_H972.pdf
SSE_508096_20260112_ZFGQ,508096,expansion,expansion_units_listing_notice,2026-01-12,announcement_publication_only,,official_title_candidate,中航京能光伏封闭式基础设施证券投资基金2024年度第一次扩募之扩募份额上市交易公告书,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-01-12/508096_20260112_ZFGQ.pdf
SSE_508096_20260115_FF1D,508096,expansion,expansion_units_listing_notice,2026-01-15,announcement_publication_only,,official_title_candidate,中航京能光伏封闭式基础设施证券投资基金2024年度第一次扩募之扩募份额上市交易提示性公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-01-15/508096_20260115_FF1D.pdf
SSE_508096_20260312_RGO7,508096,expansion,asset_closing_disclosure,2026-03-12,announcement_publication_only,,official_title_candidate,中航京能国际能源封闭式基础设施证券投资基金关于2024年度第一次扩募并新购入不动产项目交割审计情况的公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-03-12/508096_20260312_RGO7.pdf
SSE_508096_20260409_JPMA,508096,expansion,other_official_disclosure,2026-04-09,announcement_publication_only,,official_title_candidate,中航京能国际能源封闭式基础设施证券投资基金关于2024年度第一次扩募并新购入不动产项目公司完成减资的公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-04-09/508096_20260409_JPMA.pdf
SSE_508098_20250705_CQY6,508098,expansion,proposal,2025-07-05,announcement_publication_only,,official_title_candidate,嘉实基金管理有限公司关于决定嘉实京东仓储物流封闭式基础设施证券投资基金拟扩募并新购入基础设施项目的公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-07-05/508098_20250705_CQY6.pdf
SSE_508098_20260328_V1TB,508098,expansion,proposal,2026-03-28,announcement_publication_only,,official_title_candidate,嘉实基金管理有限公司关于决定嘉实京东仓储物流封闭式基础设施证券投资基金拟第二次扩募并新购入不动产项目的公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-03-28/508098_20260328_V1TB.pdf
SSE_508098_20260725_Y7FP,508098,expansion,application_submitted,2026-07-25,announcement_publication_only,,official_title_candidate,嘉实基金管理有限公司关于提交嘉实京东仓储物流封闭式基础设施证券投资基金产品变更暨扩募份额上市申请的公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-07-25/508098_20260725_Y7FP.pdf
SSE_508098_20260812_3BYC,508098,expansion,application_accepted,2026-08-12,announcement_publication_only,,official_title_candidate,嘉实基金管理有限公司关于嘉实京东仓储物流封闭式基础设施证券投资基金产品变更暨扩募份额上市申请获得受理的公告,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-08-12/508098_20260812_3BYC.pdf
