rebalance_frequency,signal_date,entry_date,factor,symbol,factor_value,selected_count,eligible_universe_count,capacity_at_5pct_adv_rmb
monthly,2026-07-31,2026-08-03,low_illiquidity_20d,508001,-0.0819396267993674,16,78,3254432.12
monthly,2026-07-31,2026-08-03,low_volatility_20d,508006,-0.03840678729466668,16,78,1170358.08
monthly,2026-07-31,2026-08-03,low_volatility_20d,508086,-0.05959704313863351,16,78,1170358.08
monthly,2026-07-31,2026-08-03,low_volatility_20d,180201,-0.06118244897814783,16,78,1170358.08
monthly,2026-07-31,2026-08-03,low_volatility_20d,180801,-0.06365077287565866,16,78,1170358.08
monthly,2026-07-31,2026-08-03,low_volatility_20d,180202,-0.0687729909092714,16,78,1170358.08
monthly,2026-07-31,2026-08-03,low_volatility_20d,508008,-0.06959809680543114,16,78,1170358.08
monthly,2026-07-31,2026-08-03,low_volatility_20d,508027,-0.07010922633011211,16,78,1170358.08
monthly,2026-07-31,2026-08-03,low_volatility_20d,508018,-0.07038783982526677,16,78,1170358.08
monthly,2026-07-31,2026-08-03,low_volatility_20d,508087,-0.07360240893164131,16,78,1170358.08
monthly,2026-07-31,2026-08-03,low_volatility_20d,508096,-0.0744941372774168,16,78,1170358.08
monthly,2026-07-31,2026-08-03,low_volatility_20d,180601,-0.07611419472240723,16,78,1170358.08
monthly,2026-07-31,2026-08-03,low_volatility_20d,508033,-0.07803470312826423,16,78,1170358.08
monthly,2026-07-31,2026-08-03,low_volatility_20d,180501,-0.08015209213341357,16,78,1170358.08
monthly,2026-07-31,2026-08-03,low_volatility_20d,508031,-0.08465290136528696,16,78,1170358.08
monthly,2026-07-31,2026-08-03,low_volatility_20d,508058,-0.0884863355349751,16,78,1170358.08
monthly,2026-07-31,2026-08-03,low_volatility_20d,508028,-0.08866158856448449,16,78,1170358.08
monthly,2026-07-31,2026-08-03,market_composite,508009,0.8301282051282051,16,78,2762099.23552
monthly,2026-07-31,2026-08-03,market_composite,180201,0.7948717948717949,16,78,2762099.23552
monthly,2026-07-31,2026-08-03,market_composite,180601,0.7900641025641025,16,78,2762099.23552
monthly,2026-07-31,2026-08-03,market_composite,508066,0.751602564102564,16,78,2762099.23552
monthly,2026-07-31,2026-08-03,market_composite,508006,0.7451923076923077,16,78,2762099.23552
monthly,2026-07-31,2026-08-03,market_composite,508018,0.7451923076923076,16,78,2762099.23552
monthly,2026-07-31,2026-08-03,market_composite,508033,0.733974358974359,16,78,2762099.23552
monthly,2026-07-31,2026-08-03,market_composite,180401,0.7163461538461539,16,78,2762099.23552
monthly,2026-07-31,2026-08-03,market_composite,508001,0.7051282051282051,16,78,2762099.23552
monthly,2026-07-31,2026-08-03,market_composite,508005,0.6907051282051282,16,78,2762099.23552
monthly,2026-07-31,2026-08-03,market_composite,508008,0.6907051282051282,16,78,2762099.23552
monthly,2026-07-31,2026-08-03,market_composite,180801,0.6875,16,78,2762099.23552
monthly,2026-07-31,2026-08-03,market_composite,508028,0.6826923076923077,16,78,2762099.23552
monthly,2026-07-31,2026-08-03,market_composite,508060,0.6746794871794871,16,78,2762099.23552
monthly,2026-07-31,2026-08-03,market_composite,180501,0.6634615384615384,16,78,2762099.23552
monthly,2026-07-31,2026-08-03,market_composite,508056,0.6522435897435896,16,78,2762099.23552
monthly,2026-08-31,2026-09-01,momentum_20d,508097,0.1819519372241294,17,81,2035790.9275
monthly,2026-08-31,2026-09-01,momentum_20d,508099,0.14266023432115782,17,81,2035790.9275
monthly,2026-08-31,2026-09-01,momentum_20d,508080,0.10524301569077688,17,81,2035790.9275
monthly,2026-08-31,2026-09-01,momentum_20d,508012,0.10386221294363263,17,81,2035790.9275
monthly,2026-08-31,2026-09-01,momentum_20d,508010,0.10382978723404235,17,81,2035790.9275
monthly,2026-08-31,2026-09-01,momentum_20d,508019,0.08591731266149871,17,81,2035790.9275
monthly,2026-08-31,2026-09-01,momentum_20d,508021,0.06956052844432459,17,81,2035790.9275
monthly,2026-08-31,2026-09-01,momentum_20d,508022,0.0643039824625502,17,81,2035790.9275
monthly,2026-08-31,2026-09-01,momentum_20d,508048,0.06274131274131278,17,81,2035790.9275
monthly,2026-08-31,2026-09-01,momentum_20d,508039,0.05937072503419971,17,81,2035790.9275
monthly,2026-08-31,2026-09-01,momentum_20d,180101,0.050659630606860295,17,81,2035790.9275
monthly,2026-08-31,2026-09-01,momentum_20d,508078,0.04911131898971011,17,81,2035790.9275
monthly,2026-08-31,2026-09-01,momentum_20d,180102,0.04865269461077837,17,81,2035790.9275
monthly,2026-08-31,2026-09-01,momentum_20d,508015,0.04854796127896743,17,81,2035790.9275
monthly,2026-08-31,2026-09-01,momentum_20d,508092,0.04403900597672239,17,81,2035790.9275
monthly,2026-08-31,2026-09-01,momentum_20d,508000,0.041284403669724634,17,81,2035790.9275
monthly,2026-08-31,2026-09-01,momentum_20d,180305,0.03186202864659449,17,81,2035790.9275
monthly,2026-08-31,2026-09-01,momentum_60d,180503,0.053318824809575505,17,81,984923.1350000001
monthly,2026-08-31,2026-09-01,momentum_60d,508055,0.036771300448430466,17,81,984923.1350000001
monthly,2026-08-31,2026-09-01,momentum_60d,180203,0.02286677097123624,17,81,984923.1350000001
monthly,2026-08-31,2026-09-01,momentum_60d,508031,0.009830425165888501,17,81,984923.1350000001
monthly,2026-08-31,2026-09-01,momentum_60d,508007,0.00845665961945019,17,81,984923.1350000001
monthly,2026-08-31,2026-09-01,momentum_60d,180502,-0.0026968716289105243,17,81,984923.1350000001
monthly,2026-08-31,2026-09-01,momentum_60d,508050,-0.0031225604996097944,17,81,984923.1350000001
monthly,2026-08-31,2026-09-01,momentum_60d,508009,-0.0041407867494825945,17,81,984923.1350000001
monthly,2026-08-31,2026-09-01,momentum_60d,508020,-0.0046692607003890885,17,81,984923.1350000001
monthly,2026-08-31,2026-09-01,momentum_60d,508036,-0.005458632131007168,17,81,984923.1350000001
monthly,2026-08-31,2026-09-01,momentum_60d,508058,-0.0057683433317949895,17,81,984923.1350000001
monthly,2026-08-31,2026-09-01,momentum_60d,508033,-0.00807854834700461,17,81,984923.1350000001
monthly,2026-08-31,2026-09-01,momentum_60d,508087,-0.008781845056951454,17,81,984923.1350000001
monthly,2026-08-31,2026-09-01,momentum_60d,508077,-0.010689990281827155,17,81,984923.1350000001
monthly,2026-08-31,2026-09-01,momentum_60d,508028,-0.012677165354330722,17,81,984923.1350000001
monthly,2026-08-31,2026-09-01,momentum_60d,508066,-0.013038619148143638,17,81,984923.1350000001
monthly,2026-08-31,2026-09-01,momentum_60d,508008,-0.013530579108785856,17,81,984923.1350000001
monthly,2026-08-31,2026-09-01,short_term_reversal_5d,180203,0.016433283184816516,17,81,911411.7350000001
monthly,2026-08-31,2026-09-01,short_term_reversal_5d,508086,0.009015639374424955,17,81,911411.7350000001
monthly,2026-08-31,2026-09-01,short_term_reversal_5d,180503,0.008196721311475419,17,81,911411.7350000001
monthly,2026-08-31,2026-09-01,short_term_reversal_5d,180103,0.007951356407857713,17,81,911411.7350000001
monthly,2026-08-31,2026-09-01,short_term_reversal_5d,508016,0.007508532423208036,17,81,911411.7350000001
monthly,2026-08-31,2026-09-01,short_term_reversal_5d,508028,0.006811881188118818,17,81,911411.7350000001
monthly,2026-08-31,2026-09-01,short_term_reversal_5d,508018,0.006253553155201708,17,81,911411.7350000001
monthly,2026-08-31,2026-09-01,short_term_reversal_5d,508096,0.0061077179344808386,17,81,911411.7350000001
monthly,2026-08-31,2026-09-01,short_term_reversal_5d,180501,0.00526753534793456,17,81,911411.7350000001
monthly,2026-08-31,2026-09-01,short_term_reversal_5d,180401,0.0037202380952380265,17,81,911411.7350000001
monthly,2026-08-31,2026-09-01,short_term_reversal_5d,180202,0.003469603258409948,17,81,911411.7350000001
monthly,2026-08-31,2026-09-01,short_term_reversal_5d,508090,0.0025553662691651935,17,81,911411.7350000001
monthly,2026-08-31,2026-09-01,short_term_reversal_5d,508031,0.0024277737314881698,17,81,911411.7350000001
monthly,2026-08-31,2026-09-01,short_term_reversal_5d,508020,0.002340093603744209,17,81,911411.7350000001
monthly,2026-08-31,2026-09-01,short_term_reversal_5d,508068,0.002302025782688899,17,81,911411.7350000001
monthly,2026-08-31,2026-09-01,short_term_reversal_5d,508066,0.0022596033140848126,17,81,911411.7350000001
monthly,2026-08-31,2026-09-01,short_term_reversal_5d,508085,0.0013962580284836434,17,81,911411.7350000001
monthly,2026-08-31,2026-09-01,liquidity_20d,180901,17.208194035034463,17,81,5851225.3910875
monthly,2026-08-31,2026-09-01,liquidity_20d,508060,16.675043806782163,17,81,5851225.3910875
monthly,2026-08-31,2026-09-01,liquidity_20d,508099,16.46465584686812,17,81,5851225.3910875
monthly,2026-08-31,2026-09-01,liquidity_20d,180601,16.315402021628376,17,81,5851225.3910875
monthly,2026-08-31,2026-09-01,liquidity_20d,180201,16.266546533164547,17,81,5851225.3910875
monthly,2026-08-31,2026-09-01,liquidity_20d,180305,16.179653112466838,17,81,5851225.3910875
monthly,2026-08-31,2026-09-01,liquidity_20d,508056,16.164230846195704,17,81,5851225.3910875
monthly,2026-08-31,2026-09-01,liquidity_20d,508002,16.0875478880063,17,81,5851225.3910875
monthly,2026-08-31,2026-09-01,liquidity_20d,508078,16.048246101913627,17,81,5851225.3910875
monthly,2026-08-31,2026-09-01,liquidity_20d,508028,15.981863368498088,17,81,5851225.3910875
monthly,2026-08-31,2026-09-01,liquidity_20d,508018,15.907850845735192,17,81,5851225.3910875
monthly,2026-08-31,2026-09-01,liquidity_20d,508009,15.89924129413379,17,81,5851225.3910875
monthly,2026-08-31,2026-09-01,liquidity_20d,508008,15.84738486801276,17,81,5851225.3910875
monthly,2026-08-31,2026-09-01,liquidity_20d,508082,15.844508345610732,17,81,5851225.3910875
monthly,2026-08-31,2026-09-01,liquidity_20d,508005,15.832218648387222,17,81,5851225.3910875
monthly,2026-08-31,2026-09-01,liquidity_20d,508020,15.766982433335148,17,81,5851225.3910875
monthly,2026-08-31,2026-09-01,liquidity_20d,180603,15.744680595332303,17,81,5851225.3910875
monthly,2026-08-31,2026-09-01,low_illiquidity_20d,180201,-0.026809946870082268,17,81,2771850.0290275
monthly,2026-08-31,2026-09-01,low_illiquidity_20d,508018,-0.03107850334638713,17,81,2771850.0290275
monthly,2026-08-31,2026-09-01,low_illiquidity_20d,508028,-0.03259770403146332,17,81,2771850.0290275
monthly,2026-08-31,2026-09-01,low_illiquidity_20d,508008,-0.03706752630178081,17,81,2771850.0290275
monthly,2026-08-31,2026-09-01,low_illiquidity_20d,180901,-0.03860543402526635,17,81,2771850.0290275
monthly,2026-08-31,2026-09-01,low_illiquidity_20d,508009,-0.039345320907242645,17,81,2771850.0290275
monthly,2026-08-31,2026-09-01,low_illiquidity_20d,180601,-0.04140094176264103,17,81,2771850.0290275
monthly,2026-08-31,2026-09-01,low_illiquidity_20d,508096,-0.05028341630234817,17,81,2771850.0290275
monthly,2026-08-31,2026-09-01,low_illiquidity_20d,508066,-0.06149308320024732,17,81,2771850.0290275
monthly,2026-08-31,2026-09-01,low_illiquidity_20d,508056,-0.06171368685982061,17,81,2771850.0290275
monthly,2026-08-31,2026-09-01,low_illiquidity_20d,180305,-0.06172002033753223,17,81,2771850.0290275
monthly,2026-08-31,2026-09-01,low_illiquidity_20d,508068,-0.06176906970531425,17,81,2771850.0290275
monthly,2026-08-31,2026-09-01,low_illiquidity_20d,508058,-0.06333845540805204,17,81,2771850.0290275
monthly,2026-08-31,2026-09-01,low_illiquidity_20d,180801,-0.06346514151179909,17,81,2771850.0290275
monthly,2026-08-31,2026-09-01,low_illiquidity_20d,508006,-0.06451899833636435,17,81,2771850.0290275
monthly,2026-08-31,2026-09-01,low_illiquidity_20d,180203,-0.06530523361667921,17,81,2771850.0290275
monthly,2026-08-31,2026-09-01,low_illiquidity_20d,180202,-0.07302131874601298,17,81,2771850.0290275
monthly,2026-08-31,2026-09-01,low_volatility_20d,508096,-0.03643471226315061,17,81,1453954.6225
monthly,2026-08-31,2026-09-01,low_volatility_20d,508008,-0.03954924305639751,17,81,1453954.6225
monthly,2026-08-31,2026-09-01,low_volatility_20d,508006,-0.0463353102731165,17,81,1453954.6225
monthly,2026-08-31,2026-09-01,low_volatility_20d,180202,-0.046607615938157765,17,81,1453954.6225
monthly,2026-08-31,2026-09-01,low_volatility_20d,508001,-0.04687507772153897,17,81,1453954.6225
monthly,2026-08-31,2026-09-01,low_volatility_20d,508018,-0.04862936014777516,17,81,1453954.6225
monthly,2026-08-31,2026-09-01,low_volatility_20d,180801,-0.051076980756270346,17,81,1453954.6225
monthly,2026-08-31,2026-09-01,low_volatility_20d,508028,-0.05172095753695002,17,81,1453954.6225
monthly,2026-08-31,2026-09-01,low_volatility_20d,508009,-0.05495135401527704,17,81,1453954.6225
monthly,2026-08-31,2026-09-01,low_volatility_20d,508066,-0.05511637989900844,17,81,1453954.6225
monthly,2026-08-31,2026-09-01,low_volatility_20d,508020,-0.055427427667659304,17,81,1453954.6225
monthly,2026-08-31,2026-09-01,low_volatility_20d,180401,-0.05890602098461283,17,81,1453954.6225
monthly,2026-08-31,2026-09-01,low_volatility_20d,508050,-0.05904094527779893,17,81,1453954.6225
monthly,2026-08-31,2026-09-01,low_volatility_20d,508058,-0.0675236743980291,17,81,1453954.6225
monthly,2026-08-31,2026-09-01,low_volatility_20d,508068,-0.07020593387887097,17,81,1453954.6225
monthly,2026-08-31,2026-09-01,low_volatility_20d,180201,-0.07237619891141972,17,81,1453954.6225
monthly,2026-08-31,2026-09-01,low_volatility_20d,508033,-0.07334124797379975,17,81,1453954.6225
monthly,2026-08-31,2026-09-01,market_composite,508028,0.8780864197530863,17,81,2375038.6775
monthly,2026-08-31,2026-09-01,market_composite,180203,0.8209876543209877,17,81,2375038.6775
monthly,2026-08-31,2026-09-01,market_composite,508096,0.8040123456790124,17,81,2375038.6775
monthly,2026-08-31,2026-09-01,market_composite,508018,0.8009259259259258,17,81,2375038.6775
monthly,2026-08-31,2026-09-01,market_composite,508009,0.7901234567901235,17,81,2375038.6775
monthly,2026-08-31,2026-09-01,market_composite,508066,0.7885802469135802,17,81,2375038.6775
monthly,2026-08-31,2026-09-01,market_composite,508068,0.7885802469135802,17,81,2375038.6775
monthly,2026-08-31,2026-09-01,market_composite,508020,0.787037037037037,17,81,2375038.6775
monthly,2026-08-31,2026-09-01,market_composite,508008,0.7638888888888888,17,81,2375038.6775
monthly,2026-08-31,2026-09-01,market_composite,180401,0.7345679012345678,17,81,2375038.6775
monthly,2026-08-31,2026-09-01,market_composite,508031,0.720679012345679,17,81,2375038.6775
monthly,2026-08-31,2026-09-01,market_composite,508006,0.7175925925925926,17,81,2375038.6775
monthly,2026-08-31,2026-09-01,market_composite,180801,0.7160493827160495,17,81,2375038.6775
monthly,2026-08-31,2026-09-01,market_composite,180601,0.70679012345679,17,81,2375038.6775
monthly,2026-08-31,2026-09-01,market_composite,508058,0.6929012345679012,17,81,2375038.6775
monthly,2026-08-31,2026-09-01,market_composite,508016,0.6790123456790124,17,81,2375038.6775
monthly,2026-08-31,2026-09-01,market_composite,180202,0.6774691358024691,17,81,2375038.6775
weekly,2024-03-22,2024-03-25,momentum_20d,180101,0.06659729448491158,6,29,2950827.051225
weekly,2024-03-22,2024-03-25,momentum_20d,180801,0.026672260848717322,6,29,2950827.051225
weekly,2024-03-22,2024-03-25,momentum_20d,180103,0.02539819199311233,6,29,2950827.051225
weekly,2024-03-22,2024-03-25,momentum_20d,508009,0.025056215868936693,6,29,2950827.051225
weekly,2024-03-22,2024-03-25,momentum_20d,180401,0.02126254622292656,6,29,2950827.051225
weekly,2024-03-22,2024-03-25,momentum_20d,508096,0.018965199779046094,6,29,2950827.051225
weekly,2024-03-22,2024-03-25,momentum_60d,508006,0.19648173207036557,6,29,2703007.271925
weekly,2024-03-22,2024-03-25,momentum_60d,508009,0.18727520773905493,6,29,2703007.271925
weekly,2024-03-22,2024-03-25,momentum_60d,180202,0.14597684303092473,6,29,2703007.271925
weekly,2024-03-22,2024-03-25,momentum_60d,508068,0.11766960521272507,6,29,2703007.271925
weekly,2024-03-22,2024-03-25,momentum_60d,180101,0.11534276387377562,6,29,2703007.271925
weekly,2024-03-22,2024-03-25,momentum_60d,508056,0.11278409090909092,6,29,2703007.271925
weekly,2024-03-22,2024-03-25,short_term_reversal_5d,508099,0.07108816521048444,6,29,2717010.72
weekly,2024-03-22,2024-03-25,short_term_reversal_5d,508098,0.05895691609977338,6,29,2717010.72
weekly,2024-03-22,2024-03-25,short_term_reversal_5d,508019,0.05211141060197666,6,29,2717010.72
weekly,2024-03-22,2024-03-25,short_term_reversal_5d,508058,0.039732770745429025,6,29,2717010.72
weekly,2024-03-22,2024-03-25,short_term_reversal_5d,508008,0.036575950588689454,6,29,2717010.72
weekly,2024-03-22,2024-03-25,short_term_reversal_5d,508000,0.03536067892503525,6,29,2717010.72
weekly,2024-03-22,2024-03-25,liquidity_20d,508018,17.471478479223855,6,29,7215483.675000001
weekly,2024-03-22,2024-03-25,liquidity_20d,180401,17.401639045915772,6,29,7215483.675000001
weekly,2024-03-22,2024-03-25,liquidity_20d,508009,17.155710873461206,6,29,7215483.675000001
weekly,2024-03-22,2024-03-25,liquidity_20d,180101,17.0605979302697,6,29,7215483.675000001
weekly,2024-03-22,2024-03-25,liquidity_20d,508027,17.05020484465571,6,29,7215483.675000001
weekly,2024-03-22,2024-03-25,liquidity_20d,508008,16.995712589691173,6,29,7215483.675000001
weekly,2024-03-22,2024-03-25,low_illiquidity_20d,508018,-0.02135323561763313,6,29,4980481.485
weekly,2024-03-22,2024-03-25,low_illiquidity_20d,508028,-0.026318644675925772,6,29,4980481.485
weekly,2024-03-22,2024-03-25,low_illiquidity_20d,180401,-0.026780381702587636,6,29,4980481.485
weekly,2024-03-22,2024-03-25,low_illiquidity_20d,508009,-0.030870017862276757,6,29,4980481.485
weekly,2024-03-22,2024-03-25,low_illiquidity_20d,180201,-0.031906514371542224,6,29,4980481.485
weekly,2024-03-22,2024-03-25,low_illiquidity_20d,508058,-0.03494536019685394,6,29,4980481.485
weekly,2024-03-22,2024-03-25,low_volatility_20d,508001,-0.10274941225175575,6,29,3060800.3400000003
weekly,2024-03-22,2024-03-25,low_volatility_20d,508007,-0.10738906330439393,6,29,3060800.3400000003
weekly,2024-03-22,2024-03-25,low_volatility_20d,508058,-0.1266573167695213,6,29,3060800.3400000003
weekly,2024-03-22,2024-03-25,low_volatility_20d,508008,-0.1353368496099018,6,29,3060800.3400000003
weekly,2024-03-22,2024-03-25,low_volatility_20d,508088,-0.14461190714847566,6,29,3060800.3400000003
weekly,2024-03-22,2024-03-25,low_volatility_20d,180301,-0.1497341460896915,6,29,3060800.3400000003
weekly,2024-03-22,2024-03-25,market_composite,508008,0.814655172413793,6,29,4980481.485
weekly,2024-03-22,2024-03-25,market_composite,508058,0.7025862068965517,6,29,4980481.485
weekly,2024-03-22,2024-03-25,market_composite,508009,0.6853448275862069,6,29,4980481.485
weekly,2024-03-22,2024-03-25,market_composite,180201,0.6508620689655171,6,29,4980481.485
weekly,2024-03-22,2024-03-25,market_composite,508028,0.6336206896551724,6,29,4980481.485
weekly,2024-03-22,2024-03-25,market_composite,180401,0.6293103448275862,6,29,4980481.485
weekly,2024-03-29,2024-04-01,momentum_20d,180801,0.017372679676344704,6,29,2283911.505
weekly,2024-03-29,2024-04-01,momentum_20d,508019,0.01475849731663681,6,29,2283911.505
weekly,2024-03-29,2024-04-01,momentum_20d,508007,0.010229839245383232,6,29,2283911.505
weekly,2024-03-29,2024-04-01,momentum_20d,508008,0.007449519702019236,6,29,2283911.505
weekly,2024-03-29,2024-04-01,momentum_20d,508006,0.0040232454179705,6,29,2283911.505
weekly,2024-03-29,2024-04-01,momentum_20d,508001,-0.001098901098900984,6,29,2283911.505
weekly,2024-03-29,2024-04-01,momentum_60d,508006,0.1719279937385858,6,29,2030857.9168500002
weekly,2024-03-29,2024-04-01,momentum_60d,508009,0.13151305591987605,6,29,2030857.9168500002
weekly,2024-03-29,2024-04-01,momentum_60d,508008,0.12647961420429632,6,29,2030857.9168500002
weekly,2024-03-29,2024-04-01,momentum_60d,180101,0.12074468085106393,6,29,2030857.9168500002
weekly,2024-03-29,2024-04-01,momentum_60d,180401,0.11596877217885027,6,29,2030857.9168500002
weekly,2024-03-29,2024-04-01,momentum_60d,180202,0.11507993662681848,6,29,2030857.9168500002
weekly,2024-03-29,2024-04-01,short_term_reversal_5d,508028,0.01581325301204828,6,29,2030857.9168500002
weekly,2024-03-29,2024-04-01,short_term_reversal_5d,508096,0.014004336826888286,6,29,2030857.9168500002
weekly,2024-03-29,2024-04-01,short_term_reversal_5d,180202,0.009847806624888045,6,29,2030857.9168500002
weekly,2024-03-29,2024-04-01,short_term_reversal_5d,508009,0.008670218322365031,6,29,2030857.9168500002
weekly,2024-03-29,2024-04-01,short_term_reversal_5d,180103,0.0037783375314861534,6,29,2030857.9168500002
weekly,2024-03-29,2024-04-01,short_term_reversal_5d,508098,0.0030981067125644968,6,29,2030857.9168500002
weekly,2024-03-29,2024-04-01,liquidity_20d,508018,17.363814696317085,6,29,6543573.87
weekly,2024-03-29,2024-04-01,liquidity_20d,180401,17.241038716515003,6,29,6543573.87
weekly,2024-03-29,2024-04-01,liquidity_20d,508009,17.045272493528863,6,29,6543573.87
weekly,2024-03-29,2024-04-01,liquidity_20d,508027,17.04336138672375,6,29,6543573.87
weekly,2024-03-29,2024-04-01,liquidity_20d,180101,16.906189330755648,6,29,6543573.87
weekly,2024-03-29,2024-04-01,liquidity_20d,508008,16.89796684180537,6,29,6543573.87
weekly,2024-03-29,2024-04-01,low_illiquidity_20d,508018,-0.02109554777602849,6,29,5282067.85482
weekly,2024-03-29,2024-04-01,low_illiquidity_20d,508028,-0.022426033422678814,6,29,5282067.85482
weekly,2024-03-29,2024-04-01,low_illiquidity_20d,180201,-0.03171496078307613,6,29,5282067.85482
weekly,2024-03-29,2024-04-01,low_illiquidity_20d,180401,-0.0317357144379324,6,29,5282067.85482
weekly,2024-03-29,2024-04-01,low_illiquidity_20d,508027,-0.03293183857411788,6,29,5282067.85482
weekly,2024-03-29,2024-04-01,low_illiquidity_20d,508009,-0.03466263065042439,6,29,5282067.85482
weekly,2024-03-29,2024-04-01,low_volatility_20d,508001,-0.06164656418029299,6,29,2030857.9168500002
weekly,2024-03-29,2024-04-01,low_volatility_20d,180202,-0.08449359830988958,6,29,2030857.9168500002
weekly,2024-03-29,2024-04-01,low_volatility_20d,180201,-0.10490488054954517,6,29,2030857.9168500002
weekly,2024-03-29,2024-04-01,low_volatility_20d,508007,-0.10995113789236209,6,29,2030857.9168500002
weekly,2024-03-29,2024-04-01,low_volatility_20d,508088,-0.1239728786433934,6,29,2030857.9168500002
weekly,2024-03-29,2024-04-01,low_volatility_20d,508028,-0.12424960142700497,6,29,2030857.9168500002
weekly,2024-03-29,2024-04-01,market_composite,508028,0.8103448275862069,6,29,3845684.4738300005
weekly,2024-03-29,2024-04-01,market_composite,508009,0.7758620689655173,6,29,3845684.4738300005
weekly,2024-03-29,2024-04-01,market_composite,180801,0.7198275862068966,6,29,3845684.4738300005
weekly,2024-03-29,2024-04-01,market_composite,180201,0.689655172413793,6,29,3845684.4738300005
weekly,2024-03-29,2024-04-01,market_composite,508006,0.6724137931034483,6,29,3845684.4738300005
weekly,2024-03-29,2024-04-01,market_composite,508096,0.6551724137931034,6,29,3845684.4738300005
weekly,2024-04-03,2024-04-08,momentum_20d,508008,0.02781019058732004,6,29,2654498.2650000006
weekly,2024-04-03,2024-04-08,momentum_20d,508021,0.026781761841522922,6,29,2654498.2650000006
weekly,2024-04-03,2024-04-08,momentum_20d,508006,0.022950089126559714,6,29,2654498.2650000006
weekly,2024-04-03,2024-04-08,momentum_20d,508001,0.01425273511994396,6,29,2654498.2650000006
weekly,2024-04-03,2024-04-08,momentum_20d,180801,0.012595934149628008,6,29,2654498.2650000006
weekly,2024-04-03,2024-04-08,momentum_20d,180201,0.0058115050955951375,6,29,2654498.2650000006
weekly,2024-04-03,2024-04-08,momentum_60d,508008,0.15772179627601313,6,29,1529380.927995
weekly,2024-04-03,2024-04-08,momentum_60d,508006,0.15120361083249745,6,29,1529380.927995
weekly,2024-04-03,2024-04-08,momentum_60d,180202,0.134833070640493,6,29,1529380.927995
weekly,2024-04-03,2024-04-08,momentum_60d,508068,0.1331802525832375,6,29,1529380.927995
weekly,2024-04-03,2024-04-08,momentum_60d,180101,0.13260869565217392,6,29,1529380.927995
weekly,2024-04-03,2024-04-08,momentum_60d,508009,0.1236074899265227,6,29,1529380.927995
weekly,2024-04-03,2024-04-08,short_term_reversal_5d,508088,0.04492710502826547,6,29,3660259.41
weekly,2024-04-03,2024-04-08,short_term_reversal_5d,508018,0.01978324445209001,6,29,3660259.41
weekly,2024-04-03,2024-04-08,short_term_reversal_5d,180101,0.017444601603017418,6,29,3660259.41
weekly,2024-04-03,2024-04-08,short_term_reversal_5d,508056,0.015531062124248485,6,29,3660259.41
weekly,2024-04-03,2024-04-08,short_term_reversal_5d,508096,0.01057292607988436,6,29,3660259.41
weekly,2024-04-03,2024-04-08,short_term_reversal_5d,508098,0.007705192629815616,6,29,3660259.41
weekly,2024-04-03,2024-04-08,liquidity_20d,508018,17.242175887339187,6,29,5729480.925000001
weekly,2024-04-03,2024-04-08,liquidity_20d,180401,17.108502420700525,6,29,5729480.925000001
weekly,2024-04-03,2024-04-08,liquidity_20d,508027,16.95569273992838,6,29,5729480.925000001
weekly,2024-04-03,2024-04-08,liquidity_20d,508009,16.919449257479027,6,29,5729480.925000001
weekly,2024-04-03,2024-04-08,liquidity_20d,508096,16.77035076423047,6,29,5729480.925000001
weekly,2024-04-03,2024-04-08,liquidity_20d,508008,16.765108299908192,6,29,5729480.925000001
weekly,2024-04-03,2024-04-08,low_illiquidity_20d,508028,-0.01981125840812866,6,29,5638527.27
weekly,2024-04-03,2024-04-08,low_illiquidity_20d,508018,-0.022543751358216707,6,29,5638527.27
weekly,2024-04-03,2024-04-08,low_illiquidity_20d,508027,-0.031218390571806327,6,29,5638527.27
weekly,2024-04-03,2024-04-08,low_illiquidity_20d,508096,-0.031275011084364604,6,29,5638527.27
weekly,2024-04-03,2024-04-08,low_illiquidity_20d,180401,-0.03488029995556695,6,29,5638527.27
weekly,2024-04-03,2024-04-08,low_illiquidity_20d,508009,-0.03497937155454102,6,29,5638527.27
weekly,2024-04-03,2024-04-08,low_volatility_20d,508001,-0.06423807342297744,6,29,1529380.927995
weekly,2024-04-03,2024-04-08,low_volatility_20d,180202,-0.09657262736784832,6,29,1529380.927995
weekly,2024-04-03,2024-04-08,low_volatility_20d,508007,-0.09897381807601086,6,29,1529380.927995
weekly,2024-04-03,2024-04-08,low_volatility_20d,508058,-0.10215571479069245,6,29,1529380.927995
weekly,2024-04-03,2024-04-08,low_volatility_20d,180201,-0.10239109911913674,6,29,1529380.927995
weekly,2024-04-03,2024-04-08,low_volatility_20d,508056,-0.10278648837264158,6,29,1529380.927995
weekly,2024-04-03,2024-04-08,market_composite,508028,0.6982758620689655,6,29,3245404.3680450004
weekly,2024-04-03,2024-04-08,market_composite,508096,0.6982758620689655,6,29,3245404.3680450004
weekly,2024-04-03,2024-04-08,market_composite,508056,0.6896551724137931,6,29,3245404.3680450004
weekly,2024-04-03,2024-04-08,market_composite,508009,0.6853448275862069,6,29,3245404.3680450004
weekly,2024-04-03,2024-04-08,market_composite,508018,0.6810344827586208,6,29,3245404.3680450004
weekly,2024-04-03,2024-04-08,market_composite,180801,0.6422413793103449,6,29,3245404.3680450004
weekly,2024-04-12,2024-04-15,momentum_20d,508019,0.06824385805277511,6,29,2324821.725
weekly,2024-04-12,2024-04-15,momentum_20d,508027,0.055180510713237485,6,29,2324821.725
