date,strategy_return,eligible_reit_equal_weight_return,benchmark_return,strategy_value,eligible_reit_equal_weight_value,strategy_commission_rmb,eligible_reit_equal_weight_commission_rmb,strategy_equity,eligible_reit_equal_weight_equity,benchmark_equity
2024-12-10,0.006865863010162565,0.003351774884919445,0.00807904302710627,101580.66387045401,99867.58069582973,0.0,0.0,1.0158066387045401,0.9986758069582973,0.9999465028941938
2024-12-11,0.011655561273347548,0.011326918654116946,0.012850692289584575,102764.6435223834,100998.77265855487,0.0,0.0,1.027646435223834,1.0099877265855486,1.0127965077089334
2024-12-12,0.001650495039034583,0.0019480366110617986,0.005334939097180413,102934.25605670526,101195.52196536603,0.0,0.0,1.0293425605670525,1.0119552196536603,1.0181997153953974
2024-12-13,-0.0022966488706862576,-0.0010369159169764108,-0.00022067168256911796,102697.85221377769,101090.59071791341,0.0,0.0,1.026978522137777,1.010905907179134,1.0179750275510098
2024-12-16,0.0026165722442099693,0.001877555568280398,0.006894884542215429,102966.56856342024,101280.39391941657,0.0,0.0,1.0296656856342024,1.0128039391941657,1.0249938478328326
2024-12-17,-0.00338136856436122,-0.0013345032995734085,-0.0020563888975876354,102618.40064529974,101145.23489954902,0.0,0.0,1.0261840064529975,1.01145234899549,1.0228860618640536
2024-12-18,-0.0053980536207064445,-0.003065647610119293,-0.005773937783728367,102064.46101614527,100835.15925190426,0.0,0.0,1.0206446101614528,1.0083515925190427,1.0169799813830076
2024-12-19,-0.0019229880279841849,-0.0029458160637364506,-0.0031036296685955644,101868.19227952856,100538.11741999058,0.0,0.0,1.0186819227952857,1.0053811741999057,1.0138236521404196
2024-12-20,0.004250548859846548,0.0026875391686087546,0.0034193446256134408,102301.18800807695,100808.31754849499,0.0,0.0,1.0230118800807695,1.00808317548495,1.0172902645966857
2024-12-23,0.0032743420002929735,0.002722322889010309,0.0029869897664047684,102636.15708465167,101082.75033875987,0.0,0.0,1.0263615708465168,1.0108275033875986,1.0203289002064992
2024-12-24,-0.0025668130170739545,-0.0008639744968550467,0.0002621561821671836,102372.70926062434,100995.41742039521,0.0,0.0,1.0237270926062434,1.0099541742039522,1.0205963857355322
2024-12-25,-0.0033990897694439193,0.000610858820377036,0.001949930808906819,102024.73523190629,101057.11136194412,0.0,0.0,1.020247352319063,1.010571113619441,1.0225864780715368
2024-12-26,-0.00017425169081253244,0.0010218422259411497,0.0010044572791763073,102006.95724928743,101160.37578556538,0.0,0.0,1.0200695724928743,1.0116037578556538,1.023613622503023
2024-12-27,0.0006983954035904016,0.004278694622248169,0.007358628619211771,102078.19843936458,101593.21014142368,0.0,0.0,1.0207819843936459,1.0159321014142368,1.031146015000589
2024-12-30,0.0011410122597028671,0.0018908595034654585,0.005053230124307362,102194.67091523227,101785.30862830715,0.0,0.0,1.0219467091523227,1.0178530862830715,1.0363566331061493
2024-12-31,-0.0073950569420251355,0.0012277030902332342,-0.000753657302732802,101438.9355046426,101910.27076625045,0.0,0.0,1.014389355046426,1.0191027076625045,1.0355755753613733
2025-01-02,0.00824720101070553,0.005625772877900781,0.007056659916518715,102275.52279606138,102483.59480350674,0.0,0.0,1.0227552279606138,1.0248359480350675,1.0428832800145518
2025-01-03,0.012188234495614791,0.007910681621750904,0.013357819248802194,103522.08085106139,103294.3098934498,0.0,0.0,1.0352208085106138,1.0329430989344979,1.056813926366584
2025-01-06,0.009065734500387945,0.0039460408311686734,0.0038674536563634287,104460.58455098481,103701.91345791673,0.0,0.0,1.0446058455098481,1.0370191345791673,1.0609011052502064
2025-01-07,0.00013810766829802645,-0.005398849901621872,-0.009167465079925274,104475.01135874621,103142.04239264646,0.0,0.0,1.0447501135874622,1.0314204239264646,1.051175331414571
2025-01-08,0.009405467071219586,0.004436260646532242,0.010107281721393191,105457.64763784618,103599.60737631592,0.0,0.0,1.0545764763784617,1.0359960737631593,1.061799856627757
2025-01-09,0.002072298141822637,0.00670202434106093,0.009895303257791754,105676.18732508708,104293.93446667635,0.0,0.0,1.0567618732508708,1.0429393446667634,1.0723066882081687
2025-01-10,0.002536711991791396,0.0037517389740748808,0.0035920615439877235,105944.25737672142,104685.21808537458,0.0,0.0,1.0594425737672142,1.0468521808537459,1.076158479826242
2025-01-13,-0.0019432806691597193,-0.002094844573159671,-0.0049313488631053115,105738.37794935275,104465.9188243784,0.0,0.0,1.0573837794935275,1.0446591882437841,1.0708515669302296
2025-01-14,-0.007265729111413544,-0.007646655978350236,-0.009322076235200094,104970.11153849249,103667.10388166612,0.0,0.0,1.049701115384925,1.0366710388166611,1.0608690069867226
2025-01-15,0.003957222546274064,0.0032162736449599105,0.008512183314506983,105385.50163055753,104000.52565573003,0.0,0.0,1.0538550163055753,1.0400052565573004,1.0698993184468726
2025-01-16,-0.0008895826768123838,-0.002690036034331267,-0.0019900796031840917,105291.7525139198,103720.76049412672,0.0,0.0,1.052917525139198,1.0372076049412673,1.067770133635771
2025-01-17,-0.002839559973689565,-0.0026630336339549254,-0.0002905898974919774,104992.77026792165,103444.54862039148,0.0,0.0,1.0499277026792164,1.0344454862039147,1.0674598504220927
2025-01-20,-8.579142406306417e-05,-0.00012379491122860298,0.0030069761847486554,104983.76278864403,103431.74271167793,0.0,0.0,1.0498376278864403,1.0343174271167792,1.0706696767704873
2025-01-21,-0.002258379973929636,-0.00019634347335684144,0.0012891233960907744,104746.66956117438,103411.43456405857,0.0,0.0,1.0474666956117438,1.0341143456405857,1.0720499021002972
2025-01-22,0.009039158940570724,0.009070586771815714,0.011896563769374202,105693.49135583328,104349.4369544698,0.0,0.0,1.0569349135583328,1.0434943695446979,1.0848036121245848
2025-01-23,0.0034733283933037207,0.005108037451160952,0.0038662971328249363,106060.59956034689,104882.45778644079,21.21636318470632,35.0,1.0606059956034688,1.0488245778644079,1.0889977852198203
2025-01-24,-0.001639572439410153,0.0015735800274752076,0.002436604081311744,105886.70552440043,105047.49872724604,0.0,0.0,1.0588670552440043,1.0504749872724604,1.0916512416678263
2025-01-27,0.002408467951243942,0.005332721220039804,0.00752727165805811,106141.73026111875,105607.68775282093,0.0,0.0,1.0614173026111875,1.0560768775282092,1.0998683971197165
2025-02-05,-0.0020531504570546755,0.0006676719996943081,0.003482591904433008,105923.80531912055,105678.19904888594,0.0,0.0,1.0592380531912056,1.0567819904888593,1.1036987898954673
2025-02-06,-0.0018253781691465187,-0.00129570566659154,0.00011632979496889462,105730.4543172981,105541.27120754312,0.0,0.0,1.057304543172981,1.055412712075431,1.1038271829494033
2025-02-07,0.0007562020751121779,0.001712248276045658,0.0011146975292486427,105810.4079062554,105721.98406721989,0.0,0.0,1.058104079062554,1.0572198406721989,1.1050576163829544
2025-02-10,0.020572367161771687,0.015161716646194368,0.01341956972173275,107987.1784672397,107324.91083292056,0.0,0.0,1.079871784672397,1.0732491083292057,1.1198870141125372
2025-02-11,0.024736068981299653,0.013625186900598107,0.015305537509076261,110658.35676290127,108787.23280210914,0.0,0.0,1.1065835676290128,1.0878723280210914,1.1370274868129642
2025-02-12,-0.013473456867605593,-0.005530525819360421,-0.008553684012421292,109167.40616601621,108185.5822022803,0.0,0.0,1.0916740616601621,1.081855822022803,1.1273017129773286
2025-02-13,-0.009824562160184458,-0.007063610457237024,-0.011655166522717142,108094.88419827208,107421.401392514,0.0,0.0,1.0809488419827207,1.07421401392514,1.1141628237912335
2025-02-14,0.004987636442088217,0.007449049780746453,0.00939183544121458,108634.02218190268,108221.58875900439,0.0,0.0,1.0863402218190268,1.0822158875900438,1.1246268576869998
2025-02-17,0.006377499232746109,0.00859676293582079,0.006269562652814864,109326.83557501787,109151.94410210343,0.0,0.0,1.0932683557501788,1.0915194410210343,1.1316777762323067
2025-02-18,-0.0036138804931648005,-0.00338060761325909,-0.002231256499952816,108931.74145655388,108782.94420886983,0.0,0.0,1.0893174145655389,1.0878294420886983,1.1291527128382362
2025-02-19,-0.003985364410590275,-0.0003619745197830371,-0.0007390983000739038,108497.60877096931,108743.56755487924,0.0,0.0,1.084976087709693,1.0874356755487924,1.1283181579876536
2025-02-20,0.007528831419067128,0.003980169594712146,0.004276665149446135,109314.46897677785,109176.38539608169,0.0,0.0,1.0931446897677786,1.091763853960817,1.1331435969314065
2025-02-21,0.004232569700169719,0.005953298953667918,0.004730565496142924,109777.1500859591,109826.34505702542,0.0,0.0,1.097771500859591,1.0982634505702542,1.1385040069332255
2025-02-24,-0.010766766091694469,-0.006491250003770266,-0.009999248176828734,108595.20518877075,109113.43479425993,0.0,0.0,1.0859520518877075,1.0911343479425992,1.1271198228175863
2025-02-25,-0.01010465867255439,-0.007374067620266489,-0.007176488456865027,107497.88770686221,108308.82494780752,0.0,0.0,1.0749788770686222,1.0830882494780751,1.119031060419632
2025-02-26,-0.00039716629641373125,-0.0009515511776018171,-0.0002772784640686643,107455.19316892937,108205.76355788377,0.0,0.0,1.0745519316892937,1.0820576355788376,1.1187207772059538
2025-02-27,-0.0075477402691198625,-0.0061352278204473976,-0.005824462743522663,106644.14928032219,107541.89654697069,0.0,0.0,1.066441492803222,1.0754189654697068,1.112204829718713
2025-02-28,0.00017140981652330467,-0.004232768663162356,-0.0060894660894660335,106662.42913438362,107086.69657728962,0.0,0.0,1.0666242913438362,1.0708669657728962,1.1054320961236006
2025-03-03,0.0010616498937798813,0.007707168035674172,0.010472623092037114,106775.66729094445,107912.03174219605,0.0,0.0,1.0677566729094445,1.0791203174219606,1.1170088698201437
2025-03-04,0.005709930152881126,0.005799811045147818,0.007921531815438865,107385.34889320302,108537.90113579879,0.0,0.0,1.0738534889320301,1.085379011357988,1.1258572911205513
2025-03-05,-0.0019402620330614129,-0.001907867258879703,-0.0010168589512097315,107176.99317783848,108330.82522787427,0.0,0.0,1.0717699317783849,1.0833082522787427,1.1247124530562906
2025-03-06,-0.004799582185487927,-0.000629024034029535,-0.0039193675738925515,106662.58839068796,108262.68253517969,0.0,0.0,1.0666258839068796,1.0826268253517968,1.1203042915378287
2025-03-07,-0.0023304459234496644,-0.0008997663590488703,-0.0015185231168880486,106414.0169963883,108165.27141549415,0.0,0.0,1.064140169963883,1.0816527141549415,1.1186030835731797
2025-03-10,0.00460664573243541,0.0023169835040111053,0.0027260205838466334,106904.228673656,108415.88856507074,0.0,0.0,1.06904228673656,1.0841588856507074,1.1216524186041545
2025-03-11,-0.001841346397356447,-0.001744764627945261,-0.0033958772523918768,106707.3809573256,108226.72835759514,0.0,0.0,1.067073809573256,1.0822672835759515,1.1178434246707263
2025-03-12,-0.0029270998416242033,-0.0010323075307185903,-0.0015027230873779773,106395.03779942528,108115.00509088657,0.0,0.0,1.0639503779942527,1.0811500509088656,1.1161636155483998
2025-03-13,0.001645482264793774,0.0010300560722897867,0.0008052147239263618,106570.1089471863,108226.36960838607,0.0,0.0,1.065701089471863,1.0822636960838607,1.1170623669259503
2025-03-14,0.0025499331037270867,0.0015072422259354568,0.0026244205202865523,106841.85559585853,108389.49296261954,0.0,0.0,1.0684185559585853,1.0838949296261953,1.1199940083241506
2025-03-17,0.006842733080332231,0.0025406342686038474,-0.0002579338542960663,107572.9458955084,108664.87102279696,0.0,0.0,1.0757294589550839,1.0866487102279696,1.119705123952795
2025-03-18,0.0040711715111585445,0.003389265346006809,0.003124671527266809,108010.89380820958,109033.16510448282,0.0,0.0,1.0801089380820958,1.0903316510448282,1.123203834672545
2025-03-19,0.004507639941658148,0.002791748083454948,0.005715483244108199,108497.76802727366,109337.55823419627,0.0,0.0,1.0849776802727367,1.0933755823419626,1.129623487369334
2025-03-20,0.001507525469885973,0.002655003925678745,0.002850972740533031,108661.33117600056,109627.84988053219,0.0,0.0,1.0866133117600056,1.0962784988053218,1.13284401313889
2025-03-21,-0.0018051350126671029,0.0010358514020929466,-0.0007555794822391437,108465.18280257174,109741.40804253936,0.0,0.0,1.0846518280257174,1.0974140804253936,1.1319880594459848
2025-03-24,-0.006456307664356564,-0.0008072055400532019,8.506696660637303e-05,107764.89821152766,109652.82416999419,0.0,0.0,1.0776489821152766,1.0965282416999418,1.1320843542364365
2025-03-25,0.0019947897474514864,0.0024351547583822963,0.00343074247693953,107979.86652561516,109919.8457665418,0.0,0.0,1.0797986652561515,1.099198457665418,1.1359682441179941
2025-03-26,0.00097597942773886,-0.0004950845777240698,-0.0012809524258037275,108085.25265395414,109865.42614611697,0.0,0.0,1.0808525265395414,1.0986542614611696,1.1345131228400551
2025-03-27,0.002768899636260924,0.0045803294498987235,0.004291035978686519,108384.52987071284,110368.64599301969,0.0,0.0,1.0838452987071283,1.1036864599301968,1.1393813594684539
2025-03-28,0.003590741807035114,0.002638157499940119,0.0060756878580146,108773.71073335544,110659.8158642044,0.0,0.0,1.0877371073335544,1.106598158642044,1.1463038849598246
2025-03-31,-0.0023302210883672236,-0.0037290602678072826,-0.0044989126072224606,108520.24393874462,110247.15874162232,0.0,0.0,1.0852024393874462,1.1024715874162232,1.1411467639600708
2025-04-01,0.0001625763839425698,-0.0030301851798781865,-0.0037691622521213164,108537.88676758876,109913.08943507978,0.0,0.0,1.0853788676758875,1.0991308943507978,1.136845596653222
2025-04-02,6.883493083731373e-05,0.005746900025409563,0.006842159750783505,108545.35796551764,110544.74897154709,0.0,0.0,1.0854535796551765,1.105447489715471,1.1446240758374981
2025-04-03,-0.004156539888978461,0.0022397539193792504,0.007749111983548218,108094.18485537052,110792.3420063229,0.0,0.0,1.0809418485537052,1.107923420063229,1.1534938959802283
2025-04-07,-0.029063997472055236,-0.013268343115416137,-0.00910870149987475,104952.53573999015,109322.31119802248,0.0,0.0,1.0495253573999015,1.0932231119802247,1.1429870643998168
2025-04-08,0.00015932832719101064,-0.0013825695400329074,-0.0046242991004147305,104969.25765194406,109171.1655005141,0.0,0.0,1.0496925765194407,1.091711655005141,1.137701550346127
2025-04-09,-0.0003186058914382839,-0.0027440595642255206,-0.0048997018799432634,104935.81382803625,108871.59331968476,0.0,0.0,1.0493581382803625,1.0887159331968477,1.1321271519210816
2025-04-10,0.000922799887693504,0.000719607701377134,0.003600725815597672,105032.64858525178,108949.9381566988,0.0,0.0,1.0503264858525179,1.089499381566988,1.1362036313835429
2025-04-11,0.002764924401491342,0.002360239049363999,0.003258218526644985,105323.0559182784,109207.08605516204,0.0,0.0,1.053230559182784,1.0920708605516205,1.139905631105358
2025-04-14,0.00010413591156499535,0.002671315465181623,0.0026938492007619885,105334.02383071526,109498.81263304863,0.0,0.0,1.0533402383071526,1.0949881263304864,1.142976364978655
2025-04-15,-0.0008631731522977804,0.0013691017052528398,0.0028083050942655507,105243.10232932109,109648.72764414769,0.0,0.0,1.0524310232932108,1.0964872764414768,1.1461861913270497
2025-04-16,0.003500677397656027,0.0015837791112232047,0.0038366036256369807,105611.52447890455,109822.38700856268,0.0,0.0,1.0561152447890456,1.0982238700856268,1.15058365342435
2025-04-17,0.00048011637659062245,0.0011229788362150384,0.0035150692319854127,105662.23030136358,109945.71522491591,0.0,0.0,1.056622303013636,1.0994571522491592,1.1546280346233273
2025-04-18,-0.003671524176967478,-0.002736855187838394,-0.004457211694389285,105274.28886821982,109644.80972382199,0.0,0.0,1.0527428886821983,1.09644809723822,1.1494816130447345
2025-04-21,-0.0033673712076047746,-0.005982932207777347,-0.003136809576111732,104919.79125898391,108988.81226030971,0.0,0.0,1.0491979125898392,1.0898881226030972,1.1458759081133714
2025-04-22,2.5144115046282778e-05,-0.005402891493932138,-0.003706919895048455,104922.42937428596,108399.95753361472,0.0,0.0,1.0492242937428595,1.0839995753361473,1.1416282379123293
2025-04-23,0.004915739815543274,0.000532987006275798,-0.0028959700093720286,105438.20073790466,108457.73330246098,15.514591790065474,35.0,1.0543820073790466,1.0845773330246098,1.138322116773483
2025-04-24,0.0009119693546066898,-0.0022028292026918805,-0.0024438157362935975,105534.3571457825,108218.81944028455,0.0,0.0,1.055343571457825,1.0821881944028455,1.135540267271541
2025-04-25,1.6602743236671103e-05,-0.002995978135254096,-0.0022330892953047465,105536.10930561685,107894.59822341845,0.0,0.0,1.0553610930561685,1.0789459822341845,1.1330045044563093
2025-04-28,-2.8729947904038156e-06,-0.005212234254982406,-0.006752035053921968,105535.80610092462,107332.22630263078,0.0,0.0,1.0553580610092461,1.0733222630263077,1.1253544183259687
2025-04-29,0.0008996339026219324,-0.00064696133705755,0.0023293623251789963,105630.74969003355,107262.78650199267,0.0,0.0,1.0563074969003354,1.0726278650199266,1.127975776510491
2025-04-30,0.002013428172033871,0.003922739951950582,0.0034906662619518247,105843.42961729252,107683.55051996157,0.0,0.0,1.0584342961729252,1.0768355051996157,1.131913163497855
2025-05-06,0.002785122521305139,0.003623439926657923,0.003043708408953405,106138.21653685183,108073.73539635989,0.0,0.0,1.0613821653685183,1.080737353963599,1.1353583771117985
2025-05-07,0.0023544051618957784,0.0013979396078289685,0.0018376463049172287,106388.1089017406,108224.8159516365,0.0,0.0,1.063881089017406,1.0822481595163649,1.1374447642382548
2025-05-08,-0.0017592035230249436,0.0003230427149170101,-0.0013169157832355616,106200.9505657527,108259.7771900029,0.0,0.0,1.062009505657527,1.082597771900029,1.1359468452756707
2025-05-09,-0.0010527813578686818,0.0004462327307150904,0.00033908202959431755,106089.14418480915,108308.086246005,0.0,0.0,1.0608914418480915,1.0830808624600499,1.136332024437478
2025-05-12,0.002823767960594248,0.0034765482700807038,0.0060260816345747426,106388.71531112507,108684.6245358793,0.0,0.0,1.0638871531112506,1.086846245358793,1.1431796539807197
2025-05-13,-3.071926647368883e-05,-0.0008350277180925181,-0.00011231222799390483,106385.44712782963,108593.86986186136,0.0,0.0,1.0638544712782962,1.0859386986186135,1.1430512609267838
2025-05-14,0.00567250191301949,0.002485420471197708,0.00459595817771663,106988.91878017967,108863.7712890626,0.0,0.0,1.0698891878017966,1.088637712890626,1.1483046767169895
2025-05-15,0.0010116467592149458,0.0009044255791326172,-0.0008199470761434124,107097.15377313555,108962.23046845727,0.0,0.0,1.0709715377313556,1.0896223046845728,1.1473631276547935
2025-05-16,-0.003205686784766071,0.000845110428935314,0.004121750158528892,106753.83384259895,109054.31558578623,0.0,0.0,1.0675383384259896,1.0905431558578622,1.1520922718080948
2025-05-19,0.0017418158254920435,0.002290306415636989,0.001355894425973725,106939.77935981794,109304.08338442526,0.0,0.0,1.0693977935981793,1.0930408338442525,1.1536543872976468
2025-05-20,-0.0012948757094271013,0.000828012065243966,0.005295667012910066,106801.30563715342,109394.588484248,0.0,0.0,1.0680130563715342,1.09394588484248,1.159763756780758
2025-05-21,0.007926953466833364,0.005885542327922932,0.008450574288481727,107647.91461713618,110038.43496521775,0.0,0.0,1.0764791461713619,1.1003843496521775,1.1695644265645224
2025-05-22,0.005610986479057223,0.00027653201529576066,-0.001976013392979481,108251.92561055164,110068.86411539868,0.0,0.0,1.0825192561055164,1.100688641153987,1.1672533515936785
2025-05-23,0.001999067604314897,-0.000748471696138342,-0.0011274577203355118,108468.3285281444,109986.48068598221,0.0,0.0,1.0846832852814439,1.099864806859822,1.1659373227908367
2025-05-26,0.0012506908537104344,0.0023258136497061876,0.001385677054656309,108603.98887455181,110242.28874404481,0.0,0.0,1.086039888745518,1.102422887440448,1.1675529353861953
2025-05-27,0.0005098577210118638,-0.0023846484324661077,-0.002730863337701561,108659.3614568122,109979.39964299985,0.0,0.0,1.086593614568122,1.0997939964299985,1.1643645078801232
2025-05-28,0.0013883342439364732,0.0030345941453466807,0.0011118768665288048,108810.21696924696,110313.14248526524,0.0,0.0,1.0881021696924695,1.1031314248526525,1.1656591378406425
2025-05-29,0.005694101617582437,0.0014007684239196738,0.0001743983257760373,109429.79340170104,110467.66565200196,0.0,0.0,1.0942979340170105,1.1046766565200197,1.1658624268427074
2025-05-30,0.0040959564844706975,-0.001332746493831971,0.0003854448676179345,109878.01307357903,110320.44025792246,0.0,0.0,1.0987801307357903,1.1032044025792245,1.1663118025314825
2025-06-03,0.004264450225901051,0.0012393660754264069,0.0006329868724026522,110346.58239125222,110457.16766900422,0.0,0.0,1.1034658239125221,1.1045716766900422,1.1670500625916131
2025-06-04,0.010955610124046444,0.004078995068955704,0.004895669074773457,111555.49652645175,110907.72191125691,0.0,0.0,1.1155549652645176,1.109077219112569,1.1727635534917553
2025-06-05,0.012601732149641887,0.009983072764355727,0.010263662074628144,112961.2890134984,112014.92176922591,0.0,0.0,1.129612890134984,1.1201492176922592,1.1848004022982348
2025-06-06,-0.0012971356293484115,0.0008654981347941959,-8.127511626854211e-05,112814.76290078188,112111.8704750863,0.0,0.0,1.1281476290078187,1.121118704750863,1.184704107507783
2025-06-09,-0.012264561636450066,-0.0035782962901762527,-0.0022849195310947756,111431.13928768373,111710.70098488058,0.0,0.0,1.1143113928768373,1.1171070098488058,1.1819971539539704
2025-06-10,0.006629603401351547,0.0014828039501757484,0.0021091126338561583,112169.88354772185,111876.34605357786,0.0,0.0,1.1216988354772186,1.1187634605357786,1.1844901190845567
2025-06-11,0.0023991620337882047,0.002322660701539192,0.0016620598702872247,112438.99727366399,112136.19684598829,0.0,0.0,1.12438997273664,1.121361968459883,1.186458812578239
2025-06-12,0.0032222375154677962,0.00011120736564906863,0.0011813508882676516,112801.30242888076,112148.66721703345,0.0,0.0,1.1280130242888076,1.1214866721703345,1.1878604367503711
2025-06-13,0.0037580319575039045,0.0017783573619170046,0.004188396789796434,113225.21332825656,112348.10762500805,0.0,0.0,1.1322521332825657,1.1234810762500804,1.1928356675903826
2025-06-16,0.003946605509741907,0.0032454147628295793,0.0026998905692194874,113672.06857901957,112712.72383207023,0.0,0.0,1.1367206857901957,1.1271272383207023,1.1960561933599385
2025-06-17,-0.005820758073102006,-0.001713896211526511,-0.0016102051222414149,113010.41096815203,112519.54592170361,0.0,0.0,1.1301041096815203,1.1251954592170361,1.1941302975509018
2025-06-18,-0.002080206023203912,9.418186624698954e-05,0.003843844920121464,112775.32603057133,112530.14322252778,0.0,0.0,1.1277532603057134,1.125301432225278,1.198720349229106
2025-06-19,-0.0035750152897100484,-9.468667485179605e-05,0.0002231425613195004,112372.15251571001,112519.48811744545,0.0,0.0,1.1237215251571002,1.1251948811744545,1.1989878347581389
