symbol,asset_id,period_end,metric,value,unit,raw_value,raw_unit,publication_date,source_url,source_note
508028,binhai_h1_h2,2023-06-30,power_generation,35917.06,10k_kWh,35917.06,万千瓦时,2023-07-21,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-07-21/508028_20230721_85FM.pdf,第6页；报告期单季值
508028,binhai_h1_h2,2023-06-30,grid_connected_electricity,35060.22,10k_kWh,35060.22,万千瓦时,2023-07-21,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-07-21/508028_20230721_85FM.pdf,第6页；报告期单季值
508028,binhai_h1_h2,2023-06-30,settlement_tariff,0.85,RMB_per_kWh,0.85,元/千瓦时（含税上网电价）,2023-07-21,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-07-21/508028_20230721_85FM.pdf,第6页；国补到期前固定上网电价
508028,binhai_h1_h2,2023-06-30,electricity_revenue,263727400,RMB,26372.74,万元（不含税）,2023-07-21,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-07-21/508028_20230721_85FM.pdf,第6页；不含税发电收入
508028,binhai_h1_h2,2023-09-30,power_generation,20370.39,10k_kWh,20370.39,万千瓦时,2023-10-25,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-10-25/508028_20231025_AA5D.pdf,第6页；报告期单季值
508028,binhai_h1_h2,2023-09-30,grid_connected_electricity,19844.52,10k_kWh,19844.52,万千瓦时,2023-10-25,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-10-25/508028_20231025_AA5D.pdf,第6页；报告期单季值
508028,binhai_h1_h2,2023-09-30,settlement_tariff,0.85,RMB_per_kWh,0.85,元/千瓦时（含税上网电价）,2023-10-25,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-10-25/508028_20231025_AA5D.pdf,第6页；项目未参与市场化交易
508028,binhai_h1_h2,2023-09-30,electricity_revenue,149273000,RMB,14927.30,万元（不含税）,2023-10-25,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-10-25/508028_20231025_AA5D.pdf,第6页；不含税发电收入
508028,binhai_h1_h2,2023-09-30,availability_rate,99.50,percent,99.50,%,2023-10-25,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-10-25/508028_20231025_AA5D.pdf,第7页；平均可利用率约数
508028,binhai_h1_h2,2023-09-30,average_wind_speed,4.75,metres_per_second,4.75,米/秒,2023-10-25,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-10-25/508028_20231025_AA5D.pdf,第7页；项目平均风速
508028,binhai_h1_h2,2023-12-31,power_generation,36070.11,10k_kWh,36070.11,万千瓦时,2024-01-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-22/508028_20240122_M73M.pdf,第6页；报告期单季值
508028,binhai_h1_h2,2023-12-31,grid_connected_electricity,35183.46,10k_kWh,35183.46,万千瓦时,2024-01-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-22/508028_20240122_M73M.pdf,第6页；报告期单季值
508028,binhai_h1_h2,2023-12-31,settlement_tariff,0.85,RMB_per_kWh,0.85,元/千瓦时（含税上网电价）,2024-01-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-22/508028_20240122_M73M.pdf,第6页；项目未参与市场化交易
508028,binhai_h1_h2,2023-12-31,electricity_revenue,235198500,RMB,23519.85,万元（不含税）,2024-01-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-22/508028_20240122_M73M.pdf,第6页；不含税发电收入
508028,binhai_h1_h2,2024-03-31,power_generation,42743.86,10k_kWh,42743.86,万千瓦时,2024-04-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-04-22/508028_20240422_NS1X.pdf,第6页；报告期单季值
508028,binhai_h1_h2,2024-03-31,grid_connected_electricity,41716.50,10k_kWh,41716.50,万千瓦时,2024-04-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-04-22/508028_20240422_NS1X.pdf,第6页；报告期单季值
508028,binhai_h1_h2,2024-03-31,settlement_tariff,0.85,RMB_per_kWh,0.85,元/千瓦时（含税上网电价）,2024-04-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-04-22/508028_20240422_NS1X.pdf,第6页；项目未参与市场化交易
508028,binhai_h1_h2,2024-03-31,electricity_revenue,302365100,RMB,30236.51,万元（主营业务收入）,2024-04-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-04-22/508028_20240422_NS1X.pdf,第6页；报告披露主营业务收入
508028,binhai_h1_h2,2024-03-31,average_wind_speed,6.72,metres_per_second,6.72,米/秒,2024-04-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-04-22/508028_20240422_NS1X.pdf,第6页；项目平均风速
508028,binhai_h1_h2,2024-06-30,power_generation,25196.32,10k_kWh,25196.32,万千瓦时,2024-07-19,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-07-19/508028_20240719_95R7.pdf,第7页；报告期单季值而非上半年累计值
508028,binhai_h1_h2,2024-06-30,grid_connected_electricity,24631.96,10k_kWh,24631.96,万千瓦时,2024-07-19,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-07-19/508028_20240719_95R7.pdf,第7页；报告期单季值而非上半年累计值
508028,binhai_h1_h2,2024-06-30,settlement_tariff,0.85,RMB_per_kWh,0.85,元/千瓦时（含税上网电价）,2024-07-19,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-07-19/508028_20240719_95R7.pdf,第7页；项目未参与市场化交易
508028,binhai_h1_h2,2024-06-30,electricity_revenue,173441500,RMB,17344.15,万元（不含税）,2024-07-19,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-07-19/508028_20240719_95R7.pdf,第7页；不含税收入
508028,binhai_h1_h2,2024-06-30,average_wind_speed,5.67,metres_per_second,5.67,米/秒,2024-07-19,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-07-19/508028_20240719_95R7.pdf,第7页；项目平均风速
508028,binhai_h1_h2,2024-09-30,power_generation,29151.13,10k_kWh,29151.13,万千瓦时,2024-10-25,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-10-25/508028_20241025_2Z9V.pdf,第7页；报告期单季值
508028,binhai_h1_h2,2024-09-30,grid_connected_electricity,28479.52,10k_kWh,28479.52,万千瓦时,2024-10-25,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-10-25/508028_20241025_2Z9V.pdf,第7页；报告期单季值
508028,binhai_h1_h2,2024-09-30,settled_electricity,28465.96,10k_kWh,28465.96,万千瓦时,2024-10-25,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-10-25/508028_20241025_2Z9V.pdf,第7页；报告期结算电量
