horizon_trading_days,events,return_rank_correlation,excess_return_rank_correlation,mean_return_pct,mean_excess_return_pct
20,65,0.06263111888111889,0.12478146853146853,0.2524096131420099,0.8430903359061205
60,57,0.04375162043038631,0.1836919885921701,-0.22091281430180262,0.23834138292495335
