symbol,publication_date,source_url,reason
508028,2024-04-18,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-04-18/508028_20240418_41LE.pdf,PDF无可提取文字层或关键字段未匹配，未估算
508028,2024-09-19,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-09-19/508028_20240919_GV5X.pdf,PDF无可提取文字层或关键字段未匹配，未估算
508028,2024-12-16,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-12-16/508028_20241216_OA5R.pdf,PDF无可提取文字层或关键字段未匹配，未估算
508028,2025-03-31,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-03-31/508028_20250331_2T48.pdf,PDF无可提取文字层或关键字段未匹配，未估算
508028,2025-12-26,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-12-26/508028_20251226_LP3G.pdf,PDF无可提取文字层或关键字段未匹配，未估算
508028,2026-05-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-05-22/508028_20260522_N2EU.pdf,PDF无可提取文字层或关键字段未匹配，未估算
