symbol,asset_id,period_end,metric,value,unit,raw_value,raw_unit,publication_date,source_url,source_note
508056,post_expansion_portfolio,2023-06-30,occupancy,87.58,percent,87.58,百分比,2023-07-21,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-07-21/508056_20230721_9HWW.pdf,季度报告十项资产组合期末时点平均出租率；不含已签约未起租面积
508056,post_expansion_portfolio,2023-09-30,occupancy,88.46,percent,88.46,百分比,2023-10-25,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2023-10-25/508056_20231025_2K5G.pdf,季度报告十项资产组合期末时点平均出租率；不含已签约未起租面积
508056,post_expansion_portfolio,2023-12-31,occupancy,89.63,percent,89.63,百分比,2024-01-19,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-01-19/508056_20240119_QBOC.pdf,季度报告十项资产组合期末时点平均出租率；不含已签约未起租面积
508056,post_expansion_portfolio,2024-03-31,occupancy,85.79,percent,85.79,百分比,2024-04-20,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-04-20/508056_20240420_HAND.pdf,季度报告十项资产组合期末时点平均出租率；不含已签约未起租面积
508056,post_expansion_portfolio,2024-06-30,occupancy,85.64,percent,85.64,百分比,2024-07-19,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-07-19/508056_20240719_ZXZK.pdf,季度报告十项资产组合期末时点平均出租率；不含已签约未起租面积
508056,post_expansion_portfolio,2024-09-30,occupancy,84.94,percent,84.94,百分比,2024-10-25,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-10-25/508056_20241025_Y07L.pdf,季度报告十项资产组合期末时点平均出租率；不含已签约未起租面积
508056,post_expansion_portfolio,2024-12-31,occupancy,86.37,percent,86.37,百分比,2025-01-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-01-22/508056_20250122_9XL0.pdf,季度报告十项资产组合期末时点平均出租率；不含已签约未起租面积
508056,post_expansion_portfolio,2024-12-31,rentable_area,1163212.2,square_metres,1163212.2,平方米,2025-01-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-01-22/508056_20250122_9XL0.pdf,季度报告扩募后十项资产组合期末可供出租面积
508056,post_expansion_portfolio,2024-12-31,leased_area,1004658.37,square_metres,1004658.37,平方米,2025-01-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-01-22/508056_20250122_9XL0.pdf,季度报告组合期末实际出租面积
508056,post_expansion_portfolio,2024-12-31,average_rent,35.74,RMB_per_square_metre_month,35.74,元/平方米/月（不含税）,2025-01-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-01-22/508056_20250122_9XL0.pdf,季度报告合同租金及物业管理服务费有效平均租金单价
508056,post_expansion_portfolio,2024-12-31,rent_collection_rate,99.7,percent,99.7,百分比,2025-01-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-01-22/508056_20250122_9XL0.pdf,季度报告累计当年实收租金/累计当年应收租金；可因收回逾期款超过100%
508056,post_expansion_portfolio,2025-03-31,occupancy,90.59,percent,90.59,百分比,2025-04-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-04-22/508056_20250422_C26F.pdf,季度报告十项资产组合期末时点平均出租率；不含已签约未起租面积
508056,post_expansion_portfolio,2025-03-31,rentable_area,1163212.2,square_metres,1163212.2,平方米,2025-04-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-04-22/508056_20250422_C26F.pdf,季度报告扩募后十项资产组合期末可供出租面积
508056,post_expansion_portfolio,2025-03-31,leased_area,1053784.96,square_metres,1053784.96,平方米,2025-04-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-04-22/508056_20250422_C26F.pdf,季度报告组合期末实际出租面积
508056,post_expansion_portfolio,2025-03-31,average_rent,35.04,RMB_per_square_metre_month,35.04,元/平方米/月（不含税）,2025-04-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-04-22/508056_20250422_C26F.pdf,季度报告合同租金及物业管理服务费有效平均租金单价
508056,post_expansion_portfolio,2025-03-31,rent_collection_rate,94.02,percent,94.02,百分比,2025-04-22,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-04-22/508056_20250422_C26F.pdf,季度报告累计当年实收租金/累计当年应收租金；可因收回逾期款超过100%
508056,post_expansion_portfolio,2025-06-30,occupancy,92.24,percent,92.24,百分比,2025-07-21,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-07-21/508056_20250721_ICAX.pdf,季度报告十项资产组合期末时点平均出租率；不含已签约未起租面积
508056,post_expansion_portfolio,2025-06-30,rentable_area,1163212.2,square_metres,1163212.2,平方米,2025-07-21,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-07-21/508056_20250721_ICAX.pdf,季度报告扩募后十项资产组合期末可供出租面积
508056,post_expansion_portfolio,2025-06-30,leased_area,1072946.82,square_metres,1072946.82,平方米,2025-07-21,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-07-21/508056_20250721_ICAX.pdf,季度报告组合期末实际出租面积
508056,post_expansion_portfolio,2025-06-30,average_rent,34.15,RMB_per_square_metre_month,34.15,元/平方米/月（不含税）,2025-07-21,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-07-21/508056_20250721_ICAX.pdf,季度报告合同租金及物业管理服务费有效平均租金单价
508056,post_expansion_portfolio,2025-06-30,rent_collection_rate,98.45,percent,98.45,百分比,2025-07-21,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-07-21/508056_20250721_ICAX.pdf,季度报告累计当年实收租金/累计当年应收租金；可因收回逾期款超过100%
508056,post_expansion_portfolio,2025-09-30,occupancy,88.83,percent,88.83,百分比,2025-10-28,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-10-28/508056_20251028_WX10.pdf,季度报告十项资产组合期末时点平均出租率；不含已签约未起租面积
508056,post_expansion_portfolio,2025-09-30,rentable_area,1163212.2,square_metres,1163212.2,平方米,2025-10-28,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-10-28/508056_20251028_WX10.pdf,季度报告扩募后十项资产组合期末可供出租面积
508056,post_expansion_portfolio,2025-09-30,leased_area,1033293.55,square_metres,1033293.55,平方米,2025-10-28,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-10-28/508056_20251028_WX10.pdf,季度报告组合期末实际出租面积
