symbol,period_end,publication_date,metric,value,unit,source_url,document_type,verification_status,raw_text
180201,2026-03-31,2026-04-22,distributable_amount_quarter,150366555.85,RMB,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-22/fea51f0b-eace-471b-83f1-471ee5f0291a.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 700,000,000.00 份；本期可供分配金额 150,366,555.85，单位可供分配金额 0.2148"
180201,2026-03-31,2026-04-22,fund_shares,700000000.0,shares,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-22/fea51f0b-eace-471b-83f1-471ee5f0291a.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 700,000,000.00 份；本期可供分配金额 150,366,555.85，单位可供分配金额 0.2148"
180201,2026-06-30,2026-07-21,distributable_amount_per_unit_quarter,0.1417,RMB_per_unit,https://disc.static.szse.cn/disc/disk03/finalpage/2026-07-21/e98b1e02-6b71-4e0c-8200-c51a13b7b40c.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 700,000,000.00 份；本期可供分配金额 99,170,151.59，单位可供分配金额 0.1417"
180201,2026-06-30,2026-07-21,distributable_amount_quarter,99170151.59,RMB,https://disc.static.szse.cn/disc/disk03/finalpage/2026-07-21/e98b1e02-6b71-4e0c-8200-c51a13b7b40c.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 700,000,000.00 份；本期可供分配金额 99,170,151.59，单位可供分配金额 0.1417"
180201,2026-06-30,2026-07-21,fund_shares,700000000.0,shares,https://disc.static.szse.cn/disc/disk03/finalpage/2026-07-21/e98b1e02-6b71-4e0c-8200-c51a13b7b40c.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 700,000,000.00 份；本期可供分配金额 99,170,151.59，单位可供分配金额 0.1417"
180301,2022-12-31,2023-03-31,nav_per_unit,2.3213,RMB_per_unit,https://disc.static.szse.cn/disc/disk03/finalpage/2023-03-30/4203d96c-4082-4593-9439-d84c3fc8d5a2.PDF,annual_report,machine_extracted_official_pdf,报告截止日 2022-12-31，基金份额净值 2.3213 元
180301,2023-03-31,2023-04-21,distributable_amount_per_unit_quarter,0.0294,RMB_per_unit,https://disc.static.szse.cn/disc/disk03/finalpage/2023-04-20/d012845b-857c-47d0-b9f5-226a06534aa5.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 800,000,000.00 份；本期可供分配金额 23,482,463.89，单位可供分配金额 0.0294"
180301,2023-03-31,2023-04-21,distributable_amount_quarter,23482463.89,RMB,https://disc.static.szse.cn/disc/disk03/finalpage/2023-04-20/d012845b-857c-47d0-b9f5-226a06534aa5.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 800,000,000.00 份；本期可供分配金额 23,482,463.89，单位可供分配金额 0.0294"
180301,2023-03-31,2023-04-21,fund_shares,800000000.0,shares,https://disc.static.szse.cn/disc/disk03/finalpage/2023-04-20/d012845b-857c-47d0-b9f5-226a06534aa5.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 800,000,000.00 份；本期可供分配金额 23,482,463.89，单位可供分配金额 0.0294"
180301,2023-06-30,2023-07-21,distributable_amount_per_unit_quarter,0.0239,RMB_per_unit,https://disc.static.szse.cn/disc/disk03/finalpage/2023-07-20/6f9150b7-6284-4d7d-a7b7-e5b1aaf2d4db.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 22,802,079.94，单位可供分配金额 0.0239"
180301,2023-06-30,2023-07-21,distributable_amount_quarter,22802079.94,RMB,https://disc.static.szse.cn/disc/disk03/finalpage/2023-07-20/6f9150b7-6284-4d7d-a7b7-e5b1aaf2d4db.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 22,802,079.94，单位可供分配金额 0.0239"
180301,2023-06-30,2023-07-21,fund_shares,953629628.0,shares,https://disc.static.szse.cn/disc/disk03/finalpage/2023-07-20/6f9150b7-6284-4d7d-a7b7-e5b1aaf2d4db.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 22,802,079.94，单位可供分配金额 0.0239"
180301,2023-09-30,2023-10-25,distributable_amount_per_unit_quarter,0.0282,RMB_per_unit,https://disc.static.szse.cn/disc/disk03/finalpage/2023-10-24/1acd47f8-9d1a-4493-b524-0f3d6db28751.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 26,858,458.32，单位可供分配金额 0.0282"
180301,2023-09-30,2023-10-25,distributable_amount_quarter,26858458.32,RMB,https://disc.static.szse.cn/disc/disk03/finalpage/2023-10-24/1acd47f8-9d1a-4493-b524-0f3d6db28751.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 26,858,458.32，单位可供分配金额 0.0282"
180301,2023-09-30,2023-10-25,fund_shares,953629628.0,shares,https://disc.static.szse.cn/disc/disk03/finalpage/2023-10-24/1acd47f8-9d1a-4493-b524-0f3d6db28751.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 26,858,458.32，单位可供分配金额 0.0282"
180301,2023-12-31,2024-01-20,distributable_amount_per_unit_quarter,0.024,RMB_per_unit,https://disc.static.szse.cn/disc/disk03/finalpage/2024-01-19/0d4f700b-f6e8-464d-a2f9-33fa66600ac7.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 22,891,517.34，单位可供分配金额 0.0240"
180301,2023-12-31,2024-01-20,distributable_amount_quarter,22891517.34,RMB,https://disc.static.szse.cn/disc/disk03/finalpage/2024-01-19/0d4f700b-f6e8-464d-a2f9-33fa66600ac7.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 22,891,517.34，单位可供分配金额 0.0240"
180301,2023-12-31,2024-01-20,fund_shares,953629628.0,shares,https://disc.static.szse.cn/disc/disk03/finalpage/2024-01-19/0d4f700b-f6e8-464d-a2f9-33fa66600ac7.PDF,quarterly_report,machine_extracted_official_pdf,"报告期末基金份额总额 953,629,628.00 份；本期可供分配金额 22,891,517.34，单位可供分配金额 0.0240"
180301,2023-12-31,2024-03-30,nav_per_unit,2.2931,RMB_per_unit,https://disc.static.szse.cn/disc/disk03/finalpage/2024-03-30/3cbbbcb9-addc-4866-b181-ec8018385cdc.PDF,annual_report,machine_extracted_official_pdf,报告截止日 2023-12-31，基金份额净值 2.2931 元
