symbol,publication_date,ex_date,dpu_per_unit,disclosed_rmb_per_10_units,source_url,verification_status,raw_text
508028,2024-04-18,2024-04-23,0.392,3.92,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-04-18/508028_20240418_41LE.pdf,visual_verified_official_pdf,扫描PDF第2页：本次分红方案3.92元/10份；场内除息日2024-04-23
508028,2024-09-19,2024-09-24,0.1179,1.179,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-09-19/508028_20240919_GV5X.pdf,visual_verified_official_pdf,扫描PDF第2页：本次分红方案1.179元/10份；场内除息日2024-09-24
508028,2024-12-16,2024-12-19,0.3358,3.3580,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2024-12-16/508028_20241216_OA5R.pdf,visual_verified_official_pdf,扫描PDF第2页：本次分红方案3.3580元/10份；场内除息日2024-12-19
508028,2025-03-31,2025-04-03,0.5201,5.201,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-03-31/508028_20250331_2T48.pdf,visual_verified_official_pdf,扫描PDF第2页：本次分红方案5.201元/10份；场内除息日2025-04-03
508028,2025-12-26,2025-12-31,0.1587,1.587,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2025-12-26/508028_20251226_LP3G.pdf,visual_verified_official_pdf,扫描PDF第2页：本次分红方案1.587元/10份；场内除息日2025-12-31
508028,2026-05-22,2026-05-27,0.6437,6.4370,https://www.sse.com.cn/disclosure/fund/announcement/c/new/2026-05-22/508028_20260522_N2EU.pdf,visual_verified_official_pdf,扫描PDF第2页：本次分红方案6.4370元/10份；场内除息日2026-05-27
